chap_num,para_num,sent_num,token_num,token_str,term_str
3,469,0,3,I,i
3,469,0,4,hurried,hurried
3,469,0,5,down,down
3,469,0,6,the,the
3,469,0,7,white,white
3,469,0,8,chasms,chasms
3,469,0,9,of,of
3,469,0,10,lower,lower
3,469,0,11,New,new
3,469,0,12,York,york
3,470,0,0,to,to
3,470,0,1,the,the
3,470,0,2,Probity,probity
3,470,0,3,Trust,trust
3,470,1,0,,
3,470,1,1,I,i
3,470,1,2,knew,knew
3,470,1,3,the,the
3,470,1,4,other,other
3,470,1,5,clerks,clerks
3,470,1,6,and,and
3,470,1,7,young,young
3,470,1,8,bond,bond
3,470,1,9,salesmen,salesmen
3,471,0,0,by,by
3,471,0,1,their,their
3,471,0,2,first,first
3,471,0,3,names,names
3,471,0,4,and,and
3,471,0,5,lunched,lunched
3,471,0,6,with,with
3,471,0,7,them,them
3,471,0,8,in,in
3,471,0,9,dark,dark
3,471,0,10,crowded,crowded
3,472,0,0,restaurants,restaurants
3,472,0,1,on,on
3,472,0,2,little,little
3,472,0,3,pig,pig
3,472,0,4,sausages,sausages
3,472,0,5,and,and
3,472,0,6,mashed,mashed
3,472,0,7,potatoes,potatoes
3,472,0,8,and,and
3,472,0,9,coffee,coffee
3,472,1,0,,
3,472,1,1,I,i
3,473,0,0,even,even
3,473,0,1,had,had
3,473,0,2,a,a
3,473,0,3,short,short
3,473,0,4,affair,affair
3,473,0,5,with,with
3,473,0,6,a,a
3,473,0,7,girl,girl
3,473,0,8,who,who
3,473,0,9,lived,lived
3,473,0,10,in,in
3,473,0,11,Jersey,jersey
3,473,0,12,City,city
3,473,0,13,and,and
3,474,0,0,worked,worked
3,474,0,1,in,in
3,474,0,2,the,the
3,474,0,3,accounting,accounting
3,474,0,4,department,department
3,474,0,5,but,but
3,474,0,6,her,her
3,474,0,7,brother,brother
3,474,0,8,began,began
3,474,0,9,throwing,throwing
3,475,0,0,mean,mean
3,475,0,1,looks,looks
3,475,0,2,in,in
3,475,0,3,my,my
3,475,0,4,direction,direction
3,475,0,5,so,so
3,475,0,6,when,when
3,475,0,7,she,she
3,475,0,8,went,went
3,475,0,9,on,on
3,475,0,10,her,her
3,475,0,11,vacation,vacation
3,475,0,12,in,in
3,475,0,13,July,july
3,475,0,14,I,i
3,476,0,0,let,let
3,476,0,1,it,it
3,476,0,2,blow,blow
3,476,0,3,quietly,quietly
3,476,0,4,away,away
3,477,0,0,I,i
3,477,0,1,took,took
3,477,0,2,dinner,dinner
3,477,0,3,usually,usually
3,477,0,4,at,at
3,477,0,5,the,the
3,477,0,6,Yale,yale
3,477,0,7,Club—for,clubfor
3,477,0,8,some,some
3,477,0,9,reason,reason
3,477,0,10,it,it
3,477,0,11,was,was
3,477,0,12,the,the
3,478,0,0,gloomiest,gloomiest
3,478,0,1,event,event
3,478,0,2,of,of
3,478,0,3,my,my
3,478,0,4,day—and,dayand
3,478,0,5,then,then
3,478,0,6,I,i
3,478,0,7,went,went
3,478,0,8,upstairs,upstairs
3,478,0,9,to,to
3,478,0,10,the,the
3,478,0,11,library,library
3,478,0,12,and,and
3,479,0,0,studied,studied
3,479,0,1,investments,investments
3,479,0,2,and,and
3,479,0,3,securities,securities
3,479,0,4,for,for
3,479,0,5,a,a
3,479,0,6,conscientious,conscientious
3,479,0,7,hour,hour
3,479,1,0,,
3,479,1,1,There,there
3,480,0,0,were,were
3,480,0,1,generally,generally
3,480,0,2,a,a
3,480,0,3,few,few
3,480,0,4,rioters,rioters
3,480,0,5,around,around
3,480,0,6,but,but
3,480,0,7,they,they
3,480,0,8,never,never
3,480,0,9,came,came
3,480,0,10,into,into
3,480,0,11,the,the
3,481,0,0,library,library
3,481,0,1,so,so
3,481,0,2,it,it
3,481,0,3,was,was
3,481,0,4,a,a
3,481,0,5,good,good
3,481,0,6,place,place
3,481,0,7,to,to
3,481,0,8,work,work
3,481,1,0,,
3,481,1,1,After,after
3,481,1,2,that,that
3,481,1,3,if,if
3,481,1,4,the,the
3,481,1,5,night,night
3,481,1,6,was,was
3,482,0,0,mellow,mellow
3,482,0,1,I,i
3,482,0,2,strolled,strolled
3,482,0,3,down,down
3,482,0,4,Madison,madison
3,482,0,5,Avenue,avenue
3,482,0,6,past,past
3,482,0,7,the,the
3,482,0,8,old,old
3,482,0,9,Murray,murray
3,482,0,10,Hill,hill
3,482,0,11,Hotel,hotel
3,482,0,12,,
3,483,0,0,and,and
3,483,0,1,over,over
3,483,0,2,33rd,33rd
3,483,0,3,Street,street
3,483,0,4,to,to
3,483,0,5,the,the
3,483,0,6,Pennsylvania,pennsylvania
3,483,0,7,Station,station
3,484,0,0,I,i
3,484,0,1,began,began
3,484,0,2,to,to
3,484,0,3,like,like
3,484,0,4,New,new
3,484,0,5,York,york
3,484,0,6,the,the
3,484,0,7,racy,racy
3,484,0,8,adventurous,adventurous
3,484,0,9,feel,feel
3,484,0,10,of,of
3,484,0,11,it,it
3,484,0,12,at,at
3,484,0,13,night,night
3,484,0,14,,
3,485,0,0,and,and
3,485,0,1,the,the
3,485,0,2,satisfaction,satisfaction
3,485,0,3,that,that
3,485,0,4,the,the
3,485,0,5,constant,constant
3,485,0,6,flicker,flicker
3,485,0,7,of,of
3,485,0,8,men,men
3,485,0,9,and,and
3,485,0,10,women,women
3,485,0,11,and,and
3,486,0,0,machines,machines
3,486,0,1,gives,gives
3,486,0,2,to,to
3,486,0,3,the,the
3,486,0,4,restless,restless
3,486,0,5,eye,eye
3,486,1,0,,
3,486,1,1,I,i
3,486,1,2,liked,liked
3,486,1,3,to,to
3,486,1,4,walk,walk
3,486,1,5,up,up
3,486,1,6,Fifth,fifth
3,486,1,7,Avenue,avenue
3,487,0,0,and,and
3,487,0,1,pick,pick
3,487,0,2,out,out
3,487,0,3,romantic,romantic
3,487,0,4,women,women
3,487,0,5,from,from
3,487,0,6,the,the
3,487,0,7,crowd,crowd
3,487,0,8,and,and
3,487,0,9,imagine,imagine
3,487,0,10,that,that
3,487,0,11,in,in
3,487,0,12,a,a
3,487,0,13,few,few
3,488,0,0,minutes,minutes
3,488,0,1,I,i
3,488,0,2,was,was
3,488,0,3,going,going
3,488,0,4,to,to
3,488,0,5,enter,enter
3,488,0,6,into,into
3,488,0,7,their,their
3,488,0,8,lives,lives
3,488,0,9,and,and
3,488,0,10,no,no
3,488,0,11,one,one
3,488,0,12,would,would
3,488,0,13,ever,ever
3,489,0,0,know,know
3,489,0,1,or,or
3,489,0,2,disapprove,disapprove
3,489,1,0,,
3,489,1,1,Sometimes,sometimes
3,489,1,2,in,in
3,489,1,3,my,my
3,489,1,4,mind,mind
3,489,1,5,I,i
3,489,1,6,followed,followed
3,489,1,7,them,them
3,489,1,8,to,to
3,489,1,9,their,their
3,490,0,0,apartments,apartments
3,490,0,1,on,on
3,490,0,2,the,the
3,490,0,3,corners,corners
3,490,0,4,of,of
3,490,0,5,hidden,hidden
3,490,0,6,streets,streets
3,490,0,7,and,and
3,490,0,8,they,they
3,490,0,9,turned,turned
3,490,0,10,and,and
3,491,0,0,smiled,smiled
3,491,0,1,back,back
3,491,0,2,at,at
3,491,0,3,me,me
3,491,0,4,before,before
3,491,0,5,they,they
3,491,0,6,faded,faded
3,491,0,7,through,through
3,491,0,8,a,a
3,491,0,9,door,door
3,491,0,10,into,into
3,491,0,11,warm,warm
3,492,0,0,darkness,darkness
3,492,1,0,,
3,492,1,1,At,at
3,492,1,2,the,the
3,492,1,3,enchanted,enchanted
3,492,1,4,metropolitan,metropolitan
3,492,1,5,twilight,twilight
3,492,1,6,I,i
3,492,1,7,felt,felt
3,492,1,8,a,a
3,492,1,9,haunting,haunting
3,493,0,0,loneliness,loneliness
3,493,0,1,sometimes,sometimes
3,493,0,2,and,and
3,493,0,3,felt,felt
3,493,0,4,it,it
3,493,0,5,in,in
3,493,0,6,others—poor,otherspoor
3,493,0,7,young,young
3,493,0,8,clerks,clerks
3,493,0,9,who,who
3,494,0,0,loitered,loitered
3,494,0,1,in,in
3,494,0,2,front,front
3,494,0,3,of,of
3,494,0,4,windows,windows
3,494,0,5,waiting,waiting
3,494,0,6,until,until
3,494,0,7,it,it
3,494,0,8,was,was
3,494,0,9,time,time
3,494,0,10,for,for
3,494,0,11,a,a
3,494,0,12,solitary,solitary
3,495,0,0,restaurant,restaurant
3,495,0,1,dinner—young,dinneryoung
3,495,0,2,clerks,clerks
3,495,0,3,in,in
3,495,0,4,the,the
3,495,0,5,dusk,dusk
3,495,0,6,wasting,wasting
3,495,0,7,the,the
3,495,0,8,most,most
3,495,0,9,poignant,poignant
3,496,0,0,moments,moments
3,496,0,1,of,of
3,496,0,2,night,night
3,496,0,3,and,and
3,496,0,4,life,life
3,497,0,0,Again,again
3,497,0,1,at,at
3,497,0,2,eight,eight
3,497,0,3,o’clock,oclock
3,497,0,4,when,when
3,497,0,5,the,the
3,497,0,6,dark,dark
3,497,0,7,lanes,lanes
3,497,0,8,of,of
3,497,0,9,the,the
3,497,0,10,Forties,forties
3,497,0,11,were,were
3,497,0,12,lined,lined
3,498,0,0,five,five
3,498,0,1,deep,deep
3,498,0,2,with,with
3,498,0,3,throbbing,throbbing
3,498,0,4,taxicabs,taxicabs
3,498,0,5,bound,bound
3,498,0,6,for,for
3,498,0,7,the,the
3,498,0,8,theatre,theatre
3,498,0,9,district,district
3,498,0,10,I,i
3,499,0,0,felt,felt
3,499,0,1,a,a
3,499,0,2,sinking,sinking
3,499,0,3,in,in
3,499,0,4,my,my
3,499,0,5,heart,heart
3,499,1,0,,
3,499,1,1,Forms,forms
3,499,1,2,leaned,leaned
3,499,1,3,together,together
3,499,1,4,in,in
3,499,1,5,the,the
3,499,1,6,taxis,taxis
3,499,1,7,as,as
3,499,1,8,they,they
3,500,0,0,waited,waited
3,500,0,1,and,and
3,500,0,2,voices,voices
3,500,0,3,sang,sang
3,500,0,4,and,and
3,500,0,5,there,there
3,500,0,6,was,was
3,500,0,7,laughter,laughter
3,500,0,8,from,from
3,500,0,9,unheard,unheard
3,500,0,10,jokes,jokes
3,500,0,11,,
3,501,0,0,and,and
3,501,0,1,lighted,lighted
3,501,0,2,cigarettes,cigarettes
3,501,0,3,made,made
3,501,0,4,unintelligible,unintelligible
3,501,0,5,circles,circles
3,501,0,6,inside,inside
3,501,1,0,,
3,501,1,1,Imagining,imagining
3,502,0,0,that,that
3,502,0,1,I,i
3,502,0,2,too,too
3,502,0,3,was,was
3,502,0,4,hurrying,hurrying
3,502,0,5,towards,towards
3,502,0,6,gaiety,gaiety
3,502,0,7,and,and
3,502,0,8,sharing,sharing
3,502,0,9,their,their
3,502,0,10,intimate,intimate
3,503,0,0,excitement,excitement
3,503,0,1,I,i
3,503,0,2,wished,wished
3,503,0,3,them,them
3,503,0,4,well,well
3,504,0,0,For,for
3,504,0,1,a,a
3,504,0,2,while,while
3,504,0,3,I,i
3,504,0,4,lost,lost
3,504,0,5,sight,sight
3,504,0,6,of,of
3,504,0,7,Jordan,jordan
3,504,0,8,Baker,baker
3,504,0,9,and,and
3,504,0,10,then,then
3,504,0,11,in,in
3,504,0,12,midsummer,midsummer
3,504,0,13,I,i
3,505,0,0,found,found
3,505,0,1,her,her
3,505,0,2,again,again
3,505,1,0,,
3,505,1,1,At,at
3,505,1,2,first,first
3,505,1,3,I,i
3,505,1,4,was,was
3,505,1,5,flattered,flattered
3,505,1,6,to,to
3,505,1,7,go,go
3,505,1,8,places,places
3,505,1,9,with,with
3,505,1,10,her,her
3,505,1,11,,
3,506,0,0,because,because
3,506,0,1,she,she
3,506,0,2,was,was
3,506,0,3,a,a
3,506,0,4,golf,golf
3,506,0,5,champion,champion
3,506,0,6,and,and
3,506,0,7,everyone,everyone
3,506,0,8,knew,knew
3,506,0,9,her,her
3,506,0,10,name,name
3,506,1,0,,
3,506,1,1,Then,then
3,506,1,2,it,it
3,507,0,0,was,was
3,507,0,1,something,something
3,507,0,2,more,more
3,507,1,0,,
3,507,1,1,I,i
3,507,1,2,wasn’t,wasnt
3,507,1,3,actually,actually
3,507,1,4,in,in
3,507,1,5,love,love
3,507,1,6,but,but
3,507,1,7,I,i
3,507,1,8,felt,felt
3,507,1,9,a,a
3,507,1,10,sort,sort
3,507,1,11,of,of
3,508,0,0,tender,tender
3,508,0,1,curiosity,curiosity
3,508,1,0,,
3,508,1,1,The,the
3,508,1,2,bored,bored
3,508,1,3,haughty,haughty
3,508,1,4,face,face
3,508,1,5,that,that
3,508,1,6,she,she
3,508,1,7,turned,turned
3,508,1,8,to,to
3,508,1,9,the,the
3,508,1,10,world,world
3,509,0,0,concealed,concealed
3,509,0,1,something—most,somethingmost
3,509,0,2,affectations,affectations
3,509,0,3,conceal,conceal
3,509,0,4,something,something
3,509,0,5,eventually,eventually
3,509,0,6,,
3,510,0,0,even,even
3,510,0,1,though,though
3,510,0,2,they,they
3,510,0,3,don’t,dont
3,510,0,4,in,in
3,510,0,5,the,the
3,510,0,6,beginning—and,beginningand
3,510,0,7,one,one
3,510,0,8,day,day
3,510,0,9,I,i
3,510,0,10,found,found
3,510,0,11,what,what
3,510,0,12,it,it
3,511,0,0,was,was
3,511,1,0,,
3,511,1,1,When,when
3,511,1,2,we,we
3,511,1,3,were,were
3,511,1,4,on,on
3,511,1,5,a,a
3,511,1,6,house,house
3,511,1,7,party,party
3,511,1,8,together,together
3,511,1,9,up,up
3,511,1,10,in,in
3,511,1,11,Warwick,warwick
3,511,1,12,she,she
3,511,1,13,left,left
3,511,1,14,a,a
3,512,0,0,borrowed,borrowed
3,512,0,1,car,car
3,512,0,2,out,out
3,512,0,3,in,in
3,512,0,4,the,the
3,512,0,5,rain,rain
3,512,0,6,with,with
3,512,0,7,the,the
3,512,0,8,top,top
3,512,0,9,down,down
3,512,0,10,and,and
3,512,0,11,then,then
3,512,0,12,lied,lied
3,512,0,13,about,about
3,513,0,0,it—and,itand
3,513,0,1,suddenly,suddenly
3,513,0,2,I,i
3,513,0,3,remembered,remembered
3,513,0,4,the,the
3,513,0,5,story,story
3,513,0,6,about,about
3,513,0,7,her,her
3,513,0,8,that,that
3,513,0,9,had,had
3,513,0,10,eluded,eluded
3,513,0,11,me,me
3,514,0,0,that,that
3,514,0,1,night,night
3,514,0,2,at,at
3,514,0,3,Daisy’s,daisys
3,514,1,0,,
3,514,1,1,At,at
3,514,1,2,her,her
3,514,1,3,first,first
3,514,1,4,big,big
3,514,1,5,golf,golf
3,514,1,6,tournament,tournament
3,514,1,7,there,there
3,514,1,8,was,was
3,514,1,9,a,a
3,515,0,0,row,row
3,515,0,1,that,that
3,515,0,2,nearly,nearly
3,515,0,3,reached,reached
3,515,0,4,the,the
3,515,0,5,newspapers—a,newspapersa
3,515,0,6,suggestion,suggestion
3,515,0,7,that,that
3,515,0,8,she,she
3,515,0,9,had,had
3,515,0,10,moved,moved
3,516,0,0,her,her
3,516,0,1,ball,ball
3,516,0,2,from,from
3,516,0,3,a,a
3,516,0,4,bad,bad
3,516,0,5,lie,lie
3,516,0,6,in,in
3,516,0,7,the,the
3,516,0,8,semifinal,semifinal
3,516,0,9,round,round
3,516,1,0,,
3,516,1,1,The,the
3,516,1,2,thing,thing
3,516,1,3,approached,approached
3,517,0,0,the,the
3,517,0,1,proportions,proportions
3,517,0,2,of,of
3,517,0,3,a,a
3,517,0,4,scandal—then,scandalthen
3,517,0,5,died,died
3,517,0,6,away,away
3,517,1,0,,
3,517,1,1,A,a
3,517,1,2,caddy,caddy
3,517,1,3,retracted,retracted
3,517,1,4,his,his
3,518,0,0,statement,statement
3,518,0,1,and,and
3,518,0,2,the,the
3,518,0,3,only,only
3,518,0,4,other,other
3,518,0,5,witness,witness
3,518,0,6,admitted,admitted
3,518,0,7,that,that
3,518,0,8,he,he
3,518,0,9,might,might
3,518,0,10,have,have
3,518,0,11,been,been
3,519,0,0,mistaken,mistaken
3,519,1,0,,
3,519,1,1,The,the
3,519,1,2,incident,incident
3,519,1,3,and,and
3,519,1,4,the,the
3,519,1,5,name,name
3,519,1,6,had,had
3,519,1,7,remained,remained
3,519,1,8,together,together
3,519,1,9,in,in
3,519,1,10,my,my
3,519,1,11,mind,mind
3,520,0,0,Jordan,jordan
3,520,0,1,Baker,baker
3,520,0,2,instinctively,instinctively
3,520,0,3,avoided,avoided
3,520,0,4,clever,clever
3,520,0,5,shrewd,shrewd
3,520,0,6,men,men
3,520,0,7,and,and
3,520,0,8,now,now
3,520,0,9,I,i
3,520,0,10,saw,saw
3,521,0,0,that,that
3,521,0,1,this,this
3,521,0,2,was,was
3,521,0,3,because,because
3,521,0,4,she,she
3,521,0,5,felt,felt
3,521,0,6,safer,safer
3,521,0,7,on,on
3,521,0,8,a,a
3,521,0,9,plane,plane
3,521,0,10,where,where
3,521,0,11,any,any
3,521,0,12,divergence,divergence
3,522,0,0,from,from
3,522,0,1,a,a
3,522,0,2,code,code
3,522,0,3,would,would
3,522,0,4,be,be
3,522,0,5,thought,thought
3,522,0,6,impossible,impossible
3,522,1,0,,
3,522,1,1,She,she
3,522,1,2,was,was
3,522,1,3,incurably,incurably
3,522,1,4,dishonest,dishonest
3,523,0,0,She,she
3,523,0,1,wasn’t,wasnt
3,523,0,2,able,able
3,523,0,3,to,to
3,523,0,4,endure,endure
3,523,0,5,being,being
3,523,0,6,at,at
3,523,0,7,a,a
3,523,0,8,disadvantage,disadvantage
3,523,0,9,and,and
3,523,0,10,given,given
3,523,0,11,this,this
3,524,0,0,unwillingness,unwillingness
3,524,0,1,I,i
3,524,0,2,suppose,suppose
3,524,0,3,she,she
3,524,0,4,had,had
3,524,0,5,begun,begun
3,524,0,6,dealing,dealing
3,524,0,7,in,in
3,524,0,8,subterfuges,subterfuges
3,524,0,9,when,when
3,524,0,10,she,she
3,525,0,0,was,was
3,525,0,1,very,very
3,525,0,2,young,young
3,525,0,3,in,in
3,525,0,4,order,order
3,525,0,5,to,to
3,525,0,6,keep,keep
3,525,0,7,that,that
3,525,0,8,cool,cool
3,525,0,9,insolent,insolent
3,525,0,10,smile,smile
3,525,0,11,turned,turned
3,525,0,12,to,to
3,526,0,0,the,the
3,526,0,1,world,world
3,526,0,2,and,and
3,526,0,3,yet,yet
3,526,0,4,satisfy,satisfy
3,526,0,5,the,the
3,526,0,6,demands,demands
3,526,0,7,of,of
3,526,0,8,her,her
3,526,0,9,hard,hard
3,526,0,10,jaunty,jaunty
3,526,0,11,body,body
3,527,0,0,It,it
3,527,0,1,made,made
3,527,0,2,no,no
3,527,0,3,difference,difference
3,527,0,4,to,to
3,527,0,5,me,me
3,527,1,0,,
3,527,1,1,Dishonesty,dishonesty
3,527,1,2,in,in
3,527,1,3,a,a
3,527,1,4,woman,woman
3,527,1,5,is,is
3,527,1,6,a,a
3,527,1,7,thing,thing
3,527,1,8,you,you
3,528,0,0,never,never
3,528,0,1,blame,blame
3,528,0,2,deeply—I,deeplyi
3,528,0,3,was,was
3,528,0,4,casually,casually
3,528,0,5,sorry,sorry
3,528,0,6,and,and
3,528,0,7,then,then
3,528,0,8,I,i
3,528,0,9,forgot,forgot
3,528,1,0,,
3,528,1,1,It,it
3,528,1,2,was,was
3,528,1,3,on,on
3,529,0,0,that,that
3,529,0,1,same,same
3,529,0,2,house,house
3,529,0,3,party,party
3,529,0,4,that,that
3,529,0,5,we,we
3,529,0,6,had,had
3,529,0,7,a,a
3,529,0,8,curious,curious
3,529,0,9,conversation,conversation
3,529,0,10,about,about
3,529,0,11,driving,driving
3,530,0,0,a,a
3,530,0,1,car,car
3,530,1,0,,
3,530,1,1,It,it
3,530,1,2,started,started
3,530,1,3,because,because
3,530,1,4,she,she
3,530,1,5,passed,passed
3,530,1,6,so,so
3,530,1,7,close,close
3,530,1,8,to,to
3,530,1,9,some,some
3,530,1,10,workmen,workmen
3,530,1,11,that,that
3,530,1,12,our,our
3,531,0,0,fender,fender
3,531,0,1,flicked,flicked
3,531,0,2,a,a
3,531,0,3,button,button
3,531,0,4,on,on
3,531,0,5,one,one
3,531,0,6,man’s,mans
3,531,0,7,coat,coat
3,532,0,0,“You’re,youre
3,532,0,1,a,a
3,532,0,2,rotten,rotten
3,532,0,3,driver,driver
3,532,0,4,”,
3,532,0,5,I,i
3,532,0,6,protested,protested
3,532,1,0,,
3,532,1,1,“Either,either
3,532,1,2,you,you
3,532,1,3,ought,ought
3,532,1,4,to,to
3,532,1,5,be,be
3,532,1,6,more,more
3,533,0,0,careful,careful
3,533,0,1,or,or
3,533,0,2,you,you
3,533,0,3,oughtn’t,oughtnt
3,533,0,4,to,to
3,533,0,5,drive,drive
3,533,0,6,at,at
3,533,0,7,all,all
3,533,1,0,”,
3,534,0,0,“I,i
3,534,0,1,am,am
3,534,0,2,careful,careful
3,534,1,0,”,
3,535,0,0,“No,no
3,535,0,1,you’re,youre
3,535,0,2,not,not
3,535,1,0,”,
3,536,0,0,“Well,well
3,536,0,1,other,other
3,536,0,2,people,people
3,536,0,3,are,are
3,536,0,4,”,
3,536,0,5,she,she
3,536,0,6,said,said
3,536,0,7,lightly,lightly
3,537,0,0,“What’s,whats
3,537,0,1,that,that
3,537,0,2,got,got
3,537,0,3,to,to
3,537,0,4,do,do
3,537,0,5,with,with
3,537,0,6,it,it
3,537,1,0,”,
3,538,0,0,“They’ll,theyll
3,538,0,1,keep,keep
3,538,0,2,out,out
3,538,0,3,of,of
3,538,0,4,my,my
3,538,0,5,way,way
3,538,0,6,”,
3,538,0,7,she,she
3,538,0,8,insisted,insisted
3,538,1,0,,
3,538,1,1,“It,it
3,538,1,2,takes,takes
3,538,1,3,two,two
3,538,1,4,to,to
3,538,1,5,make,make
3,538,1,6,an,an
3,539,0,0,accident,accident
3,539,1,0,”,
3,540,0,0,“Suppose,suppose
3,540,0,1,you,you
3,540,0,2,met,met
3,540,0,3,somebody,somebody
3,540,0,4,just,just
3,540,0,5,as,as
3,540,0,6,careless,careless
3,540,0,7,as,as
3,540,0,8,yourself,yourself
3,540,1,0,”,
3,541,0,0,“I,i
3,541,0,1,hope,hope
3,541,0,2,I,i
3,541,0,3,never,never
3,541,0,4,will,will
3,541,0,5,”,
3,541,0,6,she,she
3,541,0,7,answered,answered
3,541,1,0,,
3,541,1,1,“I,i
3,541,1,2,hate,hate
3,541,1,3,careless,careless
3,541,1,4,people,people
3,541,2,0,,
3,541,2,1,That’s,thats
3,542,0,0,why,why
3,542,0,1,I,i
3,542,0,2,like,like
3,542,0,3,you,you
3,542,1,0,”,
3,543,0,0,Her,her
3,543,0,1,grey,grey
3,543,0,2,sun,sun
3,543,0,3,strained,strained
3,543,0,4,eyes,eyes
3,543,0,5,stared,stared
3,543,0,6,straight,straight
3,543,0,7,ahead,ahead
3,543,0,8,but,but
3,543,0,9,she,she
3,543,0,10,had,had
3,544,0,0,deliberately,deliberately
3,544,0,1,shifted,shifted
3,544,0,2,our,our
3,544,0,3,relations,relations
3,544,0,4,and,and
3,544,0,5,for,for
3,544,0,6,a,a
3,544,0,7,moment,moment
3,544,0,8,I,i
3,544,0,9,thought,thought
3,544,0,10,I,i
3,544,0,11,loved,loved
3,545,0,0,her,her
3,545,1,0,,
3,545,1,1,But,but
3,545,1,2,I,i
3,545,1,3,am,am
3,545,1,4,slow,slow
3,545,1,5,thinking,thinking
3,545,1,6,and,and
3,545,1,7,full,full
3,545,1,8,of,of
3,545,1,9,interior,interior
3,545,1,10,rules,rules
3,545,1,11,that,that
3,545,1,12,act,act
3,545,1,13,as,as
3,546,0,0,brakes,brakes
3,546,0,1,on,on
3,546,0,2,my,my
3,546,0,3,desires,desires
3,546,0,4,and,and
3,546,0,5,I,i
3,546,0,6,knew,knew
3,546,0,7,that,that
3,546,0,8,first,first
3,546,0,9,I,i
3,546,0,10,had,had
3,546,0,11,to,to
3,546,0,12,get,get
3,546,0,13,myself,myself
3,547,0,0,definitely,definitely
3,547,0,1,out,out
3,547,0,2,of,of
3,547,0,3,that,that
3,547,0,4,tangle,tangle
3,547,0,5,back,back
3,547,0,6,home,home
3,547,1,0,,
3,547,1,1,I’d,id
3,547,1,2,been,been
3,547,1,3,writing,writing
3,547,1,4,letters,letters
3,547,1,5,once,once
3,548,0,0,a,a
3,548,0,1,week,week
3,548,0,2,and,and
3,548,0,3,signing,signing
3,548,0,4,them,them
3,548,1,0,,
3,548,1,1,“Love,love
3,548,1,2,Nick,nick
3,548,1,3,”,
3,548,1,4,and,and
3,548,1,5,all,all
3,548,1,6,I,i
3,548,1,7,could,could
3,548,1,8,think,think
3,548,1,9,of,of
3,548,1,10,was,was
3,549,0,0,how,how
3,549,0,1,when,when
3,549,0,2,that,that
3,549,0,3,certain,certain
3,549,0,4,girl,girl
3,549,0,5,played,played
3,549,0,6,tennis,tennis
3,549,0,7,a,a
3,549,0,8,faint,faint
3,549,0,9,moustache,moustache
3,549,0,10,of,of
3,550,0,0,perspiration,perspiration
3,550,0,1,appeared,appeared
3,550,0,2,on,on
3,550,0,3,her,her
3,550,0,4,upper,upper
3,550,0,5,lip,lip
3,550,1,0,,
3,550,1,1,Nevertheless,nevertheless
3,550,1,2,there,there
3,550,1,3,was,was
3,550,1,4,a,a
3,550,1,5,vague,vague
3,551,0,0,understanding,understanding
3,551,0,1,that,that
3,551,0,2,had,had
3,551,0,3,to,to
3,551,0,4,be,be
3,551,0,5,tactfully,tactfully
3,551,0,6,broken,broken
3,551,0,7,off,off
3,551,0,8,before,before
3,551,0,9,I,i
3,551,0,10,was,was
3,551,0,11,free,free
3,552,0,0,Everyone,everyone
3,552,0,1,suspects,suspects
3,552,0,2,himself,himself
3,552,0,3,of,of
3,552,0,4,at,at
3,552,0,5,least,least
3,552,0,6,one,one
3,552,0,7,of,of
3,552,0,8,the,the
3,552,0,9,cardinal,cardinal
3,552,0,10,virtues,virtues
3,552,0,11,and,and
3,553,0,0,this,this
3,553,0,1,is,is
3,553,0,2,mine,mine
3,553,1,0,,
3,553,1,1,I,i
3,553,1,2,am,am
3,553,1,3,one,one
3,553,1,4,of,of
3,553,1,5,the,the
3,553,1,6,few,few
3,553,1,7,honest,honest
3,553,1,8,people,people
3,553,1,9,that,that
3,553,1,10,I,i
3,553,1,11,have,have
3,553,1,12,ever,ever
3,554,0,0,known,known
4,0,0,0,On,on
4,0,0,1,Sunday,sunday
4,0,0,2,morning,morning
4,0,0,3,while,while
4,0,0,4,church,church
4,0,0,5,bells,bells
4,0,0,6,rang,rang
4,0,0,7,in,in
4,0,0,8,the,the
4,0,0,9,villages,villages
4,0,0,10,alongshore,alongshore
4,0,0,11,,
4,1,0,0,the,the
4,1,0,1,world,world
4,1,0,2,and,and
4,1,0,3,its,its
4,1,0,4,mistress,mistress
4,1,0,5,returned,returned
4,1,0,6,to,to
4,1,0,7,Gatsby’s,gatsbys
4,1,0,8,house,house
4,1,0,9,and,and
4,1,0,10,twinkled,twinkled
4,2,0,0,hilariously,hilariously
4,2,0,1,on,on
4,2,0,2,his,his
4,2,0,3,lawn,lawn
4,3,0,0,“He’s,hes
4,3,0,1,a,a
4,3,0,2,bootlegger,bootlegger
4,3,0,3,”,
4,3,0,4,said,said
4,3,0,5,the,the
4,3,0,6,young,young
4,3,0,7,ladies,ladies
4,3,0,8,moving,moving
4,3,0,9,somewhere,somewhere
4,3,0,10,between,between
4,4,0,0,his,his
4,4,0,1,cocktails,cocktails
4,4,0,2,and,and
4,4,0,3,his,his
4,4,0,4,flowers,flowers
4,4,1,0,,
4,4,1,1,“One,one
4,4,1,2,time,time
4,4,1,3,he,he
4,4,1,4,killed,killed
4,4,1,5,a,a
4,4,1,6,man,man
4,4,1,7,who,who
4,4,1,8,had,had
4,4,1,9,found,found
4,5,0,0,out,out
4,5,0,1,that,that
4,5,0,2,he,he
4,5,0,3,was,was
4,5,0,4,nephew,nephew
4,5,0,5,to,to
4,5,0,6,Von,von
