chap_num,para_num,sent_num,token_num,token_str,term_str
1,0,0,0,In,in
1,0,0,1,my,my
1,0,0,2,younger,younger
1,0,0,3,and,and
1,0,0,4,more,more
1,0,0,5,vulnerable,vulnerable
1,0,0,6,years,years
1,0,0,7,my,my
1,0,0,8,father,father
1,0,0,9,gave,gave
1,0,0,10,me,me
1,0,0,11,some,some
1,0,0,12,advice,advice
1,1,0,0,that,that
1,1,0,1,I’ve,ive
1,1,0,2,been,been
1,1,0,3,turning,turning
1,1,0,4,over,over
1,1,0,5,in,in
1,1,0,6,my,my
1,1,0,7,mind,mind
1,1,0,8,ever,ever
1,1,0,9,since,since
1,2,0,0,“Whenever,whenever
1,2,0,1,you,you
1,2,0,2,feel,feel
1,2,0,3,like,like
1,2,0,4,criticizing,criticizing
1,2,0,5,anyone,anyone
1,2,0,6,”,
1,2,0,7,he,he
1,2,0,8,told,told
1,2,0,9,me,me
1,2,0,10,“just,just
1,3,0,0,remember,remember
1,3,0,1,that,that
1,3,0,2,all,all
1,3,0,3,the,the
1,3,0,4,people,people
1,3,0,5,in,in
1,3,0,6,this,this
1,3,0,7,world,world
1,3,0,8,haven’t,havent
1,3,0,9,had,had
1,3,0,10,the,the
1,3,0,11,advantages,advantages
1,4,0,0,that,that
1,4,0,1,you’ve,youve
1,4,0,2,had,had
1,4,1,0,”,
1,5,0,0,He,he
1,5,0,1,didn’t,didnt
1,5,0,2,say,say
1,5,0,3,any,any
1,5,0,4,more,more
1,5,0,5,but,but
1,5,0,6,we’ve,weve
1,5,0,7,always,always
1,5,0,8,been,been
1,5,0,9,unusually,unusually
1,5,0,10,communicative,communicative
1,6,0,0,in,in
1,6,0,1,a,a
1,6,0,2,reserved,reserved
1,6,0,3,way,way
1,6,0,4,and,and
1,6,0,5,I,i
1,6,0,6,understood,understood
1,6,0,7,that,that
1,6,0,8,he,he
1,6,0,9,meant,meant
1,6,0,10,a,a
1,6,0,11,great,great
1,6,0,12,deal,deal
1,6,0,13,more,more
1,7,0,0,than,than
1,7,0,1,that,that
1,7,1,0,,
1,7,1,1,In,in
1,7,1,2,consequence,consequence
1,7,1,3,I’m,im
1,7,1,4,inclined,inclined
1,7,1,5,to,to
1,7,1,6,reserve,reserve
1,7,1,7,all,all
1,7,1,8,judgements,judgements
1,7,1,9,a,a
1,8,0,0,habit,habit
1,8,0,1,that,that
1,8,0,2,has,has
1,8,0,3,opened,opened
1,8,0,4,up,up
1,8,0,5,many,many
1,8,0,6,curious,curious
1,8,0,7,natures,natures
1,8,0,8,to,to
1,8,0,9,me,me
1,8,0,10,and,and
1,8,0,11,also,also
1,8,0,12,made,made
1,8,0,13,me,me
1,9,0,0,the,the
1,9,0,1,victim,victim
1,9,0,2,of,of
1,9,0,3,not,not
1,9,0,4,a,a
1,9,0,5,few,few
1,9,0,6,veteran,veteran
1,9,0,7,bores,bores
1,9,1,0,,
1,9,1,1,The,the
1,9,1,2,abnormal,abnormal
1,9,1,3,mind,mind
1,9,1,4,is,is
1,9,1,5,quick,quick
1,9,1,6,to,to
1,10,0,0,detect,detect
1,10,0,1,and,and
1,10,0,2,attach,attach
1,10,0,3,itself,itself
1,10,0,4,to,to
1,10,0,5,this,this
1,10,0,6,quality,quality
1,10,0,7,when,when
1,10,0,8,it,it
1,10,0,9,appears,appears
1,10,0,10,in,in
1,10,0,11,a,a
1,10,0,12,normal,normal
1,11,0,0,person,person
1,11,0,1,and,and
1,11,0,2,so,so
1,11,0,3,it,it
1,11,0,4,came,came
1,11,0,5,about,about
1,11,0,6,that,that
1,11,0,7,in,in
1,11,0,8,college,college
1,11,0,9,I,i
1,11,0,10,was,was
1,11,0,11,unjustly,unjustly
1,11,0,12,accused,accused
1,11,0,13,of,of
1,12,0,0,being,being
1,12,0,1,a,a
1,12,0,2,politician,politician
1,12,0,3,because,because
1,12,0,4,I,i
1,12,0,5,was,was
1,12,0,6,privy,privy
1,12,0,7,to,to
1,12,0,8,the,the
1,12,0,9,secret,secret
1,12,0,10,griefs,griefs
1,12,0,11,of,of
1,12,0,12,wild,wild
1,12,0,13,,
1,13,0,0,unknown,unknown
1,13,0,1,men,men
1,13,1,0,,
1,13,1,1,Most,most
1,13,1,2,of,of
1,13,1,3,the,the
1,13,1,4,confidences,confidences
1,13,1,5,were,were
1,13,1,6,unsought—frequently,unsoughtfrequently
1,13,1,7,I,i
1,13,1,8,have,have
1,14,0,0,feigned,feigned
1,14,0,1,sleep,sleep
1,14,0,2,preoccupation,preoccupation
1,14,0,3,or,or
1,14,0,4,a,a
1,14,0,5,hostile,hostile
1,14,0,6,levity,levity
1,14,0,7,when,when
1,14,0,8,I,i
1,14,0,9,realized,realized
1,14,0,10,by,by
1,15,0,0,some,some
1,15,0,1,unmistakable,unmistakable
1,15,0,2,sign,sign
1,15,0,3,that,that
1,15,0,4,an,an
1,15,0,5,intimate,intimate
1,15,0,6,revelation,revelation
1,15,0,7,was,was
1,15,0,8,quivering,quivering
1,15,0,9,on,on
1,16,0,0,the,the
1,16,0,1,horizon,horizon
1,16,1,0,,
1,16,1,1,for,for
1,16,1,2,the,the
1,16,1,3,intimate,intimate
1,16,1,4,revelations,revelations
1,16,1,5,of,of
1,16,1,6,young,young
1,16,1,7,men,men
1,16,1,8,or,or
1,16,1,9,at,at
1,16,1,10,least,least
1,17,0,0,the,the
1,17,0,1,terms,terms
1,17,0,2,in,in
1,17,0,3,which,which
1,17,0,4,they,they
1,17,0,5,express,express
1,17,0,6,them,them
1,17,0,7,are,are
1,17,0,8,usually,usually
1,17,0,9,plagiaristic,plagiaristic
1,17,0,10,and,and
1,18,0,0,marred,marred
1,18,0,1,by,by
1,18,0,2,obvious,obvious
1,18,0,3,suppressions,suppressions
1,18,1,0,,
1,18,1,1,Reserving,reserving
1,18,1,2,judgements,judgements
1,18,1,3,is,is
1,18,1,4,a,a
1,18,1,5,matter,matter
1,18,1,6,of,of
1,19,0,0,infinite,infinite
1,19,0,1,hope,hope
1,19,1,0,,
1,19,1,1,I,i
1,19,1,2,am,am
1,19,1,3,still,still
1,19,1,4,a,a
1,19,1,5,little,little
1,19,1,6,afraid,afraid
1,19,1,7,of,of
1,19,1,8,missing,missing
1,19,1,9,something,something
1,19,1,10,if,if
1,19,1,11,I,i
1,20,0,0,forget,forget
1,20,0,1,that,that
1,20,0,2,as,as
1,20,0,3,my,my
1,20,0,4,father,father
1,20,0,5,snobbishly,snobbishly
1,20,0,6,suggested,suggested
1,20,0,7,and,and
1,20,0,8,I,i
1,20,0,9,snobbishly,snobbishly
1,21,0,0,repeat,repeat
1,21,0,1,a,a
1,21,0,2,sense,sense
1,21,0,3,of,of
1,21,0,4,the,the
1,21,0,5,fundamental,fundamental
1,21,0,6,decencies,decencies
1,21,0,7,is,is
1,21,0,8,parcelled,parcelled
1,21,0,9,out,out
1,22,0,0,unequally,unequally
1,22,0,1,at,at
1,22,0,2,birth,birth
1,23,0,0,And,and
1,23,0,1,after,after
1,23,0,2,boasting,boasting
1,23,0,3,this,this
1,23,0,4,way,way
1,23,0,5,of,of
1,23,0,6,my,my
1,23,0,7,tolerance,tolerance
1,23,0,8,I,i
1,23,0,9,come,come
1,23,0,10,to,to
1,23,0,11,the,the
1,23,0,12,admission,admission
1,24,0,0,that,that
1,24,0,1,it,it
1,24,0,2,has,has
1,24,0,3,a,a
1,24,0,4,limit,limit
1,24,1,0,,
1,24,1,1,Conduct,conduct
1,24,1,2,may,may
1,24,1,3,be,be
1,24,1,4,founded,founded
1,24,1,5,on,on
1,24,1,6,the,the
1,24,1,7,hard,hard
1,24,1,8,rock,rock
1,24,1,9,or,or
1,24,1,10,the,the
1,25,0,0,wet,wet
1,25,0,1,marshes,marshes
1,25,0,2,but,but
1,25,0,3,after,after
1,25,0,4,a,a
1,25,0,5,certain,certain
1,25,0,6,point,point
1,25,0,7,I,i
1,25,0,8,don’t,dont
1,25,0,9,care,care
1,25,0,10,what,what
1,25,0,11,it’s,its
1,25,0,12,founded,founded
1,26,0,0,on,on
1,26,1,0,,
1,26,1,1,When,when
1,26,1,2,I,i
1,26,1,3,came,came
1,26,1,4,back,back
1,26,1,5,from,from
1,26,1,6,the,the
1,26,1,7,East,east
1,26,1,8,last,last
1,26,1,9,autumn,autumn
1,26,1,10,I,i
1,26,1,11,felt,felt
1,26,1,12,that,that
1,26,1,13,I,i
1,26,1,14,wanted,wanted
1,27,0,0,the,the
1,27,0,1,world,world
1,27,0,2,to,to
1,27,0,3,be,be
1,27,0,4,in,in
1,27,0,5,uniform,uniform
1,27,0,6,and,and
1,27,0,7,at,at
1,27,0,8,a,a
1,27,0,9,sort,sort
1,27,0,10,of,of
1,27,0,11,moral,moral
1,27,0,12,attention,attention
1,27,0,13,forever,forever
1,27,1,0,,
1,27,1,1,I,i
1,28,0,0,wanted,wanted
1,28,0,1,no,no
1,28,0,2,more,more
1,28,0,3,riotous,riotous
1,28,0,4,excursions,excursions
1,28,0,5,with,with
1,28,0,6,privileged,privileged
1,28,0,7,glimpses,glimpses
1,28,0,8,into,into
1,28,0,9,the,the
1,29,0,0,human,human
1,29,0,1,heart,heart
1,29,1,0,,
1,29,1,1,Only,only
1,29,1,2,Gatsby,gatsby
1,29,1,3,the,the
1,29,1,4,man,man
1,29,1,5,who,who
1,29,1,6,gives,gives
1,29,1,7,his,his
1,29,1,8,name,name
1,29,1,9,to,to
1,29,1,10,this,this
1,29,1,11,book,book
1,29,1,12,was,was
1,30,0,0,exempt,exempt
1,30,0,1,from,from
1,30,0,2,my,my
1,30,0,3,reaction—Gatsby,reactiongatsby
1,30,0,4,who,who
1,30,0,5,represented,represented
1,30,0,6,everything,everything
1,30,0,7,for,for
1,30,0,8,which,which
1,30,0,9,I,i
1,31,0,0,have,have
1,31,0,1,an,an
1,31,0,2,unaffected,unaffected
1,31,0,3,scorn,scorn
1,31,1,0,,
1,31,1,1,If,if
1,31,1,2,personality,personality
1,31,1,3,is,is
1,31,1,4,an,an
1,31,1,5,unbroken,unbroken
1,31,1,6,series,series
1,31,1,7,of,of
1,32,0,0,successful,successful
1,32,0,1,gestures,gestures
1,32,0,2,then,then
1,32,0,3,there,there
1,32,0,4,was,was
1,32,0,5,something,something
1,32,0,6,gorgeous,gorgeous
1,32,0,7,about,about
1,32,0,8,him,him
1,32,0,9,some,some
1,33,0,0,heightened,heightened
1,33,0,1,sensitivity,sensitivity
1,33,0,2,to,to
1,33,0,3,the,the
1,33,0,4,promises,promises
1,33,0,5,of,of
1,33,0,6,life,life
1,33,0,7,as,as
1,33,0,8,if,if
1,33,0,9,he,he
1,33,0,10,were,were
1,33,0,11,related,related
1,34,0,0,to,to
1,34,0,1,one,one
1,34,0,2,of,of
1,34,0,3,those,those
1,34,0,4,intricate,intricate
1,34,0,5,machines,machines
1,34,0,6,that,that
1,34,0,7,register,register
1,34,0,8,earthquakes,earthquakes
1,34,0,9,ten,ten
1,35,0,0,thousand,thousand
1,35,0,1,miles,miles
1,35,0,2,away,away
1,35,1,0,,
1,35,1,1,This,this
1,35,1,2,responsiveness,responsiveness
1,35,1,3,had,had
1,35,1,4,nothing,nothing
1,35,1,5,to,to
1,35,1,6,do,do
1,35,1,7,with,with
1,35,1,8,that,that
1,36,0,0,flabby,flabby
1,36,0,1,impressionability,impressionability
1,36,0,2,which,which
1,36,0,3,is,is
1,36,0,4,dignified,dignified
1,36,0,5,under,under
1,36,0,6,the,the
1,36,0,7,name,name
1,36,0,8,of,of
1,36,0,9,the,the
1,37,0,0,“creative,creative
1,37,0,1,temperament”—it,temperamentit
1,37,0,2,was,was
1,37,0,3,an,an
1,37,0,4,extraordinary,extraordinary
1,37,0,5,gift,gift
1,37,0,6,for,for
1,37,0,7,hope,hope
1,37,0,8,a,a
1,38,0,0,romantic,romantic
1,38,0,1,readiness,readiness
1,38,0,2,such,such
1,38,0,3,as,as
1,38,0,4,I,i
1,38,0,5,have,have
1,38,0,6,never,never
1,38,0,7,found,found
1,38,0,8,in,in
1,38,0,9,any,any
1,38,0,10,other,other
1,38,0,11,person,person
1,38,0,12,and,and
1,39,0,0,which,which
1,39,0,1,it,it
1,39,0,2,is,is
1,39,0,3,not,not
1,39,0,4,likely,likely
1,39,0,5,I,i
1,39,0,6,shall,shall
1,39,0,7,ever,ever
1,39,0,8,find,find
1,39,0,9,again,again
1,39,1,0,,
1,39,1,1,No—Gatsby,nogatsby
1,39,1,2,turned,turned
1,39,1,3,out,out
1,40,0,0,all,all
1,40,0,1,right,right
1,40,0,2,at,at
1,40,0,3,the,the
1,40,0,4,end,end
1,40,1,0,,
1,40,1,1,it,it
1,40,1,2,is,is
1,40,1,3,what,what
1,40,1,4,preyed,preyed
1,40,1,5,on,on
1,40,1,6,Gatsby,gatsby
1,40,1,7,what,what
1,40,1,8,foul,foul
1,40,1,9,dust,dust
1,41,0,0,floated,floated
1,41,0,1,in,in
1,41,0,2,the,the
1,41,0,3,wake,wake
1,41,0,4,of,of
1,41,0,5,his,his
1,41,0,6,dreams,dreams
1,41,0,7,that,that
1,41,0,8,temporarily,temporarily
1,41,0,9,closed,closed
1,41,0,10,out,out
1,41,0,11,my,my
1,42,0,0,interest,interest
1,42,0,1,in,in
1,42,0,2,the,the
1,42,0,3,abortive,abortive
1,42,0,4,sorrows,sorrows
1,42,0,5,and,and
1,42,0,6,short,short
1,42,0,7,winded,winded
1,42,0,8,elations,elations
1,42,0,9,of,of
1,42,0,10,men,men
1,43,0,0,,
1,43,0,1,,
1,44,0,0,My,my
1,44,0,1,family,family
1,44,0,2,have,have
1,44,0,3,been,been
1,44,0,4,prominent,prominent
1,44,0,5,well,well
1,44,0,6,to,to
1,44,0,7,do,do
1,44,0,8,people,people
1,44,0,9,in,in
1,44,0,10,this,this
1,44,0,11,Middle,middle
1,45,0,0,Western,western
1,45,0,1,city,city
1,45,0,2,for,for
1,45,0,3,three,three
1,45,0,4,generations,generations
1,45,1,0,,
1,45,1,1,The,the
1,45,1,2,Carraways,carraways
1,45,1,3,are,are
1,45,1,4,something,something
1,45,1,5,of,of
1,45,1,6,a,a
1,46,0,0,clan,clan
1,46,0,1,and,and
1,46,0,2,we,we
1,46,0,3,have,have
1,46,0,4,a,a
1,46,0,5,tradition,tradition
1,46,0,6,that,that
1,46,0,7,we’re,were
1,46,0,8,descended,descended
1,46,0,9,from,from
1,46,0,10,the,the
1,46,0,11,Dukes,dukes
1,46,0,12,of,of
1,47,0,0,Buccleuch,buccleuch
1,47,0,1,but,but
1,47,0,2,the,the
1,47,0,3,actual,actual
1,47,0,4,founder,founder
1,47,0,5,of,of
1,47,0,6,my,my
1,47,0,7,line,line
1,47,0,8,was,was
1,47,0,9,my,my
1,47,0,10,grandfather’s,grandfathers
1,48,0,0,brother,brother
1,48,0,1,who,who
1,48,0,2,came,came
1,48,0,3,here,here
1,48,0,4,in,in
1,48,0,5,fifty,fifty
1,48,0,6,one,one
1,48,0,7,sent,sent
1,48,0,8,a,a
1,48,0,9,substitute,substitute
1,48,0,10,to,to
1,48,0,11,the,the
1,48,0,12,Civil,civil
1,49,0,0,War,war
1,49,0,1,and,and
1,49,0,2,started,started
1,49,0,3,the,the
1,49,0,4,wholesale,wholesale
1,49,0,5,hardware,hardware
1,49,0,6,business,business
1,49,0,7,that,that
1,49,0,8,my,my
1,49,0,9,father,father
1,50,0,0,carries,carries
1,50,0,1,on,on
1,50,0,2,today,today
1,51,0,0,I,i
1,51,0,1,never,never
1,51,0,2,saw,saw
1,51,0,3,this,this
1,51,0,4,great,great
1,51,0,5,uncle,uncle
1,51,0,6,but,but
1,51,0,7,I’m,im
1,51,0,8,supposed,supposed
1,51,0,9,to,to
1,51,0,10,look,look
1,51,0,11,like,like
1,51,0,12,him—with,himwith
1,52,0,0,special,special
1,52,0,1,reference,reference
1,52,0,2,to,to
1,52,0,3,the,the
1,52,0,4,rather,rather
1,52,0,5,hard,hard
1,52,0,6,boiled,boiled
1,52,0,7,painting,painting
1,52,0,8,that,that
1,52,0,9,hangs,hangs
1,52,0,10,in,in
1,53,0,0,father’s,fathers
1,53,0,1,office,office
1,53,1,0,,
1,53,1,1,I,i
1,53,1,2,graduated,graduated
1,53,1,3,from,from
1,53,1,4,New,new
1,53,1,5,Haven,haven
1,53,1,6,in,in
1,53,1,7,1915,1915
1,53,1,8,just,just
1,53,1,9,a,a
1,53,1,10,quarter,quarter
1,53,1,11,of,of
1,54,0,0,a,a
1,54,0,1,century,century
1,54,0,2,after,after
1,54,0,3,my,my
1,54,0,4,father,father
1,54,0,5,and,and
1,54,0,6,a,a
1,54,0,7,little,little
1,54,0,8,later,later
1,54,0,9,I,i
1,54,0,10,participated,participated
1,54,0,11,in,in
1,54,0,12,that,that
1,55,0,0,delayed,delayed
1,55,0,1,Teutonic,teutonic
1,55,0,2,migration,migration
1,55,0,3,known,known
1,55,0,4,as,as
1,55,0,5,the,the
1,55,0,6,Great,great
1,55,0,7,War,war
1,55,1,0,,
1,55,1,1,I,i
1,55,1,2,enjoyed,enjoyed
1,55,1,3,the,the
1,56,0,0,counter,counter
1,56,0,1,raid,raid
1,56,0,2,so,so
1,56,0,3,thoroughly,thoroughly
1,56,0,4,that,that
1,56,0,5,I,i
1,56,0,6,came,came
1,56,0,7,back,back
1,56,0,8,restless,restless
1,56,1,0,,
1,56,1,1,Instead,instead
1,56,1,2,of,of
1,56,1,3,being,being
1,57,0,0,the,the
1,57,0,1,warm,warm
1,57,0,2,centre,centre
1,57,0,3,of,of
1,57,0,4,the,the
1,57,0,5,world,world
1,57,0,6,the,the
1,57,0,7,Middle,middle
1,57,0,8,West,west
1,57,0,9,now,now
1,57,0,10,seemed,seemed
1,57,0,11,like,like
1,57,0,12,the,the
1,58,0,0,ragged,ragged
1,58,0,1,edge,edge
1,58,0,2,of,of
1,58,0,3,the,the
1,58,0,4,universe—so,universeso
1,58,0,5,I,i
1,58,0,6,decided,decided
1,58,0,7,to,to
1,58,0,8,go,go
1,58,0,9,East,east
1,58,0,10,and,and
1,58,0,11,learn,learn
1,58,0,12,the,the
1,58,0,13,bond,bond
1,59,0,0,business,business
1,59,1,0,,
1,59,1,1,Everybody,everybody
1,59,1,2,I,i
1,59,1,3,knew,knew
1,59,1,4,was,was
1,59,1,5,in,in
1,59,1,6,the,the
1,59,1,7,bond,bond
1,59,1,8,business,business
1,59,1,9,so,so
1,59,1,10,I,i
1,59,1,11,supposed,supposed
1,59,1,12,it,it
1,60,0,0,could,could
1,60,0,1,support,support
1,60,0,2,one,one
1,60,0,3,more,more
1,60,0,4,single,single
1,60,0,5,man,man
1,60,1,0,,
1,60,1,1,All,all
1,60,1,2,my,my
1,60,1,3,aunts,aunts
1,60,1,4,and,and
1,60,1,5,uncles,uncles
1,60,1,6,talked,talked
1,60,1,7,it,it
1,61,0,0,over,over
1,61,0,1,as,as
1,61,0,2,if,if
1,61,0,3,they,they
1,61,0,4,were,were
1,61,0,5,choosing,choosing
1,61,0,6,a,a
1,61,0,7,prep,prep
1,61,0,8,school,school
1,61,0,9,for,for
1,61,0,10,me,me
1,61,0,11,and,and
1,61,0,12,finally,finally
1,61,0,13,said,said
1,61,0,14,,
1,62,0,0,“Why—ye,whyye
1,62,0,1,es,es
1,62,0,2,”,
1,62,0,3,with,with
1,62,0,4,very,very
1,62,0,5,grave,grave
1,62,0,6,hesitant,hesitant
1,62,0,7,faces,faces
1,62,1,0,,
1,62,1,1,Father,father
1,62,1,2,agreed,agreed
1,62,1,3,to,to
1,62,1,4,finance,finance
1,63,0,0,me,me
1,63,0,1,for,for
1,63,0,2,a,a
1,63,0,3,year,year
1,63,0,4,and,and
1,63,0,5,after,after
1,63,0,6,various,various
1,63,0,7,delays,delays
1,63,0,8,I,i
1,63,0,9,came,came
1,63,0,10,East,east
1,63,0,11,permanently,permanently
1,63,0,12,I,i
1,64,0,0,thought,thought
1,64,0,1,in,in
1,64,0,2,the,the
1,64,0,3,spring,spring
1,64,0,4,of,of
1,64,0,5,twenty,twenty
1,64,0,6,two,two
1,65,0,0,The,the
1,65,0,1,practical,practical
1,65,0,2,thing,thing
1,65,0,3,was,was
1,65,0,4,to,to
1,65,0,5,find,find
1,65,0,6,rooms,rooms
1,65,0,7,in,in
1,65,0,8,the,the
1,65,0,9,city,city
1,65,0,10,but,but
1,65,0,11,it,it
1,65,0,12,was,was
1,65,0,13,a,a
1,65,0,14,warm,warm
1,66,0,0,season,season
1,66,0,1,and,and
1,66,0,2,I,i
1,66,0,3,had,had
1,66,0,4,just,just
1,66,0,5,left,left
1,66,0,6,a,a
1,66,0,7,country,country
1,66,0,8,of,of
1,66,0,9,wide,wide
1,66,0,10,lawns,lawns
1,66,0,11,and,and
1,66,0,12,friendly,friendly
1,67,0,0,trees,trees
1,67,0,1,so,so
1,67,0,2,when,when
1,67,0,3,a,a
1,67,0,4,young,young
1,67,0,5,man,man
1,67,0,6,at,at
1,67,0,7,the,the
1,67,0,8,office,office
1,67,0,9,suggested,suggested
1,67,0,10,that,that
1,67,0,11,we,we
1,67,0,12,take,take
1,67,0,13,a,a
1,68,0,0,house,house
1,68,0,1,together,together
1,68,0,2,in,in
1,68,0,3,a,a
1,68,0,4,commuting,commuting
1,68,0,5,town,town
1,68,0,6,it,it
1,68,0,7,sounded,sounded
1,68,0,8,like,like
1,68,0,9,a,a
1,68,0,10,great,great
1,68,0,11,idea,idea
1,68,1,0,,
1,68,1,1,He,he
1,69,0,0,found,found
1,69,0,1,the,the
1,69,0,2,house,house
1,69,0,3,a,a
1,69,0,4,weather,weather
1,69,0,5,beaten,beaten
1,69,0,6,cardboard,cardboard
1,69,0,7,bungalow,bungalow
1,69,0,8,at,at
1,69,0,9,eighty,eighty
1,69,0,10,a,a
1,70,0,0,month,month
1,70,0,1,but,but
1,70,0,2,at,at
1,70,0,3,the,the
1,70,0,4,last,last
1,70,0,5,minute,minute
1,70,0,6,the,the
1,70,0,7,firm,firm
1,70,0,8,ordered,ordered
1,70,0,9,him,him
1,70,0,10,to,to
1,70,0,11,Washington,washington
1,70,0,12,and,and
1,71,0,0,I,i
1,71,0,1,went,went
1,71,0,2,out,out
1,71,0,3,to,to
1,71,0,4,the,the
1,71,0,5,country,country
1,71,0,6,alone,alone
1,71,1,0,,
1,71,1,1,I,i
1,71,1,2,had,had
1,71,1,3,a,a
1,71,1,4,dog—at,dogat
1,71,1,5,least,least
1,71,1,6,I,i
1,71,1,7,had,had
1,71,1,8,him,him
1,71,1,9,for,for
1,71,1,10,a,a
1,72,0,0,few,few
1,72,0,1,days,days
1,72,0,2,until,until
1,72,0,3,he,he
1,72,0,4,ran,ran
1,72,0,5,away—and,awayand
1,72,0,6,an,an
1,72,0,7,old,old
1,72,0,8,Dodge,dodge
1,72,0,9,and,and
1,72,0,10,a,a
1,72,0,11,Finnish,finnish
1,72,0,12,woman,woman
1,72,0,13,who,who
1,73,0,0,made,made
1,73,0,1,my,my
1,73,0,2,bed,bed
1,73,0,3,and,and
1,73,0,4,cooked,cooked
1,73,0,5,breakfast,breakfast
1,73,0,6,and,and
1,73,0,7,muttered,muttered
1,73,0,8,Finnish,finnish
1,73,0,9,wisdom,wisdom
1,73,0,10,to,to
1,74,0,0,herself,herself
1,74,0,1,over,over
1,74,0,2,the,the
1,74,0,3,electric,electric
1,74,0,4,stove,stove
1,75,0,0,It,it
1,75,0,1,was,was
1,75,0,2,lonely,lonely
1,75,0,3,for,for
1,75,0,4,a,a
1,75,0,5,day,day
1,75,0,6,or,or
1,75,0,7,so,so
1,75,0,8,until,until
1,75,0,9,one,one
1,75,0,10,morning,morning
1,75,0,11,some,some
1,75,0,12,man,man
1,75,0,13,more,more
1,76,0,0,recently,recently
1,76,0,1,arrived,arrived
1,76,0,2,than,than
1,76,0,3,I,i
1,76,0,4,stopped,stopped
1,76,0,5,me,me
1,76,0,6,on,on
1,76,0,7,the,the
1,76,0,8,road,road
1,77,0,0,“How,how
1,77,0,1,do,do
1,77,0,2,you,you
1,77,0,3,get,get
1,77,0,4,to,to
1,77,0,5,West,west
1,77,0,6,Egg,egg
1,77,0,7,village,village
1,77,1,0,”,
1,77,1,1,he,he
1,77,1,2,asked,asked
1,77,1,3,helplessly,helplessly
1,78,0,0,I,i
1,78,0,1,told,told
1,78,0,2,him,him
1,78,1,0,,
1,78,1,1,And,and
1,78,1,2,as,as
1,78,1,3,I,i
1,78,1,4,walked,walked
1,78,1,5,on,on
1,78,1,6,I,i
1,78,1,7,was,was
1,78,1,8,lonely,lonely
1,78,1,9,no,no
1,78,1,10,longer,longer
1,78,2,0,,
1,78,2,1,I,i
1,78,2,2,was,was
1,78,2,3,a,a
1,78,2,4,guide,guide
1,78,2,5,,
1,79,0,0,a,a
1,79,0,1,pathfinder,pathfinder
1,79,0,2,an,an
1,79,0,3,original,original
1,79,0,4,settler,settler
1,79,1,0,,
1,79,1,1,He,he
1,79,1,2,had,had
1,79,1,3,casually,casually
1,79,1,4,conferred,conferred
1,79,1,5,on,on
1,79,1,6,me,me
1,79,1,7,the,the
1,80,0,0,freedom,freedom
1,80,0,1,of,of
1,80,0,2,the,the
1,80,0,3,neighbourhood,neighbourhood
1,81,0,0,And,and
1,81,0,1,so,so
1,81,0,2,with,with
1,81,0,3,the,the
1,81,0,4,sunshine,sunshine
1,81,0,5,and,and
1,81,0,6,the,the
1,81,0,7,great,great
1,81,0,8,bursts,bursts
1,81,0,9,of,of
1,81,0,10,leaves,leaves
1,81,0,11,growing,growing
1,81,0,12,on,on
1,81,0,13,the,the
1,82,0,0,trees,trees
1,82,0,1,just,just
1,82,0,2,as,as
1,82,0,3,things,things
1,82,0,4,grow,grow
1,82,0,5,in,in
1,82,0,6,fast,fast
1,82,0,7,movies,movies
1,82,0,8,I,i
1,82,0,9,had,had
1,82,0,10,that,that
1,82,0,11,familiar,familiar
1,83,0,0,conviction,conviction
1,83,0,1,that,that
1,83,0,2,life,life
1,83,0,3,was,was
1,83,0,4,beginning,beginning
1,83,0,5,over,over
1,83,0,6,again,again
1,83,0,7,with,with
1,83,0,8,the,the
1,83,0,9,summer,summer
1,84,0,0,There,there
1,84,0,1,was,was
1,84,0,2,so,so
1,84,0,3,much,much
1,84,0,4,to,to
1,84,0,5,read,read
1,84,0,6,for,for
1,84,0,7,one,one
1,84,0,8,thing,thing
1,84,0,9,and,and
1,84,0,10,so,so
1,84,0,11,much,much
1,84,0,12,fine,fine
1,84,0,13,health,health
1,84,0,14,to,to
1,85,0,0,be,be
1,85,0,1,pulled,pulled
1,85,0,2,down,down
1,85,0,3,out,out
1,85,0,4,of,of
1,85,0,5,the,the
1,85,0,6,young,young
1,85,0,7,breath,breath
1,85,0,8,giving,giving
1,85,0,9,air,air
1,85,1,0,,
1,85,1,1,I,i
1,85,1,2,bought,bought
1,85,1,3,a,a
1,85,1,4,dozen,dozen
1,86,0,0,volumes,volumes
1,86,0,1,on,on
1,86,0,2,banking,banking
1,86,0,3,and,and
1,86,0,4,credit,credit
1,86,0,5,and,and
1,86,0,6,investment,investment
1,86,0,7,securities,securities
1,86,0,8,and,and
1,86,0,9,they,they
1,87,0,0,stood,stood
1,87,0,1,on,on
1,87,0,2,my,my
1,87,0,3,shelf,shelf
1,87,0,4,in,in
1,87,0,5,red,red
1,87,0,6,and,and
1,87,0,7,gold,gold
1,87,0,8,like,like
1,87,0,9,new,new
1,87,0,10,money,money
1,87,0,11,from,from
1,87,0,12,the,the
1,87,0,13,mint,mint
1,87,0,14,,
1,88,0,0,promising,promising
1,88,0,1,to,to
1,88,0,2,unfold,unfold
1,88,0,3,the,the
1,88,0,4,shining,shining
1,88,0,5,secrets,secrets
1,88,0,6,that,that
1,88,0,7,only,only
1,88,0,8,Midas,midas
1,88,0,9,and,and
1,88,0,10,Morgan,morgan
1,88,0,11,and,and
1,89,0,0,Maecenas,maecenas
