term_id,term_str,n,num
557,blind,5,0
558,blinded,1,0
559,blinding,1,0
560,blindly,1,0
561,blindness,1,0
562,blinds,2,0
563,blink,1,0
564,blinking,1,0
565,block,2,0
566,blocked,2,0
567,blocking,1,0
568,blocks,2,0
569,blond,2,0
570,blood,1,0
571,bloody,1,0
572,bloomed,3,0
573,blooms,1,0
574,blossomed,1,0
575,blossoms,1,0
576,blot,1,0
577,blow,1,0
578,blowing,1,0
579,blown,4,0
580,blows,1,0
581,blue,21,0
582,blues,1,0
583,blurred,3,0
584,blurted,1,0
585,board,1,0
586,boarder,2,0
587,boasting,1,0
588,boat,4,0
589,boats,1,0
590,bob,2,0
591,bobbed,1,0
592,body,19,0
593,bodyhe,1,0
594,bois,1,0
595,boisterously,1,0
596,bonafide,2,0
597,bond,4,0
598,bonds,3,0
599,bondsalesmen,1,0
600,bonnet,1,0
601,book,14,0
602,bookcases,1,0
603,books,7,0
604,bookshelves,1,0
605,boom,2,0
606,bootlegger,3,0
607,bootleggers,1,0
608,boots,3,0
609,border,1,0
610,bordered,1,0
611,bore,3,0
612,bored,3,0
613,boredom,1,0
614,bores,1,0
615,born,1,0
616,borne,1,0
617,borough,1,0
618,borrowed,3,0
619,bosom,1,0
620,boston,1,0
621,both,13,0
622,bother,3,0
623,bothered,1,0
624,bothering,2,0
625,bottle,6,0
626,bottles,1,0
627,bottom,1,0
628,bought,16,0
629,boulogne,1,0
630,bounced,1,0
631,bound,4,0
632,bounded,1,0
633,bow,2,0
634,bowl,1,0
635,box,2,0
636,boxesthat,1,0
637,boy,13,0
638,boys,4,0
639,brace,1,0
640,bracelets,1,0
641,bracing,1,0
642,braided,1,0
643,brain,3,0
644,brake,1,0
645,brakes,3,0
646,brand,1,0
647,brass,2,0
648,brave,2,0
649,break,2,0
650,breakfast,4,0
651,breaking,4,0
652,breast,2,0
653,breath,9,0
654,breathe,1,0
655,breathgiving,1,0
656,breathing,3,0
657,breathless,3,0
658,breathlessly,3,0
659,breaths,1,0
660,breed,1,0
661,breeding,2,0
662,breeze,3,0
663,brewer,2,0
664,bribed,1,0
665,brick,5,0
666,bricks,1,0
667,bridal,1,0
668,bridesmaid,1,0
669,bridge,6,0
670,briefcase,1,0
671,briefly,1,0
672,brien,1,0
673,bright,16,0
674,brighter,1,0
675,brightness,1,0
676,brilliant,1,0
677,bring,4,0
678,bringing,2,0
679,brisk,2,0
680,brittle,1,0
681,broad,4,0
682,broadway,4,0
683,broiling,1,0
684,broke,23,0
685,broken,9,0
686,brokenshe,1,0
687,brood,1,0
688,brooded,1,0
689,brooding,1,0
690,brook,1,0
691,brothel,1,0
692,brother,3,0
693,brothers,1,0
694,brought,18,0
695,brow,1,0
696,brown,7,0
697,bruised,1,0
698,brush,1,0
699,brushed,2,0
700,brutality,1,0
701,brute,1,0
702,buccleuch,1,0
703,buchanan,22,0
704,buchanans,3,0
705,bucks,1,0
706,buffet,1,0
707,bug,1,0
708,build,1,0
709,building,1,0
710,buildings,1,0
711,built,3,0
712,bulbous,1,0
713,bulkiness,1,0
714,bull,1,0
715,bum,1,0
716,bumming,1,0
717,bumped,1,0
718,bunch,2,0
719,bundled,1,0
720,bungalow,1,0
721,bunsen,1,0
722,buoyed,1,0
723,burden,2,0
724,bureau,2,0
725,bureaugatsby,1,0
726,burglar,1,0
727,burn,1,0
728,burning,2,0
729,burns,1,0
730,burst,3,0
731,bursts,2,0
732,bushes,1,0
733,business,18,0
734,bust,1,0
735,bustle,1,0
736,busy,2,0
737,but,241,0
738,butler,20,0
739,button,2,0
740,buttons,2,0
741,buttonsrid,1,0
742,buy,8,0
743,buys,1,0
744,by,122,0
745,bystanders,1,0
746,c,1,0
747,cab,1,0
748,cabinets,1,0
749,caddy,1,0
750,cadet,1,0
751,cafés,1,0
752,cahoots,1,0
753,cake,1,0
754,cakes,2,0
755,california,1,0
756,call,18,0
757,called,29,0
758,calling,8,0
759,calmly,3,0
760,calmness,1,0
761,came,108,0
762,camp,3,0
763,can,66,0
764,canada,1,0
765,canal,1,0
766,candles,3,0
767,cannes,1,0
768,canvas,5,0
769,cap,3,0
770,capable,2,0
771,capacities,1,0
772,capacity,2,0
773,capacitywhile,1,0
774,capes,1,0
775,capitalists,1,0
776,capitals,1,0
777,captain,1,0
778,car,73,0
779,caramelcoloured,1,0
780,caravansary,1,0
781,card,4,0
782,cardboard,2,0
783,cardinal,1,0
784,care,14,0
785,cared,3,0
786,career,1,0
787,careerwhen,1,0
788,careful,3,0
789,carefully,1,0
790,careless,5,0
791,carelessly,1,0
792,carelessness,1,0
793,cares,1,0
794,carlo,2,0
795,carnegie,1,0
796,carpet,2,0
797,carraway,10,0
798,carraways,1,0
799,carriage,1,0
800,carriages,2,0
801,carried,4,0
802,carries,1,0
803,carry,4,0
804,carrying,2,0
805,cars,14,0
806,carved,1,0
807,case,5,0
808,cassidy,1,0
809,cast,1,0
810,castile,1,0
811,castle,1,0
812,casual,6,0
813,casually,6,0
814,casualness,1,0
815,cat,1,0
816,cataracts,1,0
817,catastrophe,1,0
818,catch,1,0
819,catches,1,0
820,catching,2,0
821,caterer,1,0
822,caterers,1,0
823,caterwauling,1,0
824,catherine,14,0
825,catholic,2,0
826,catlips,1,0
827,caught,8,0
828,cause,1,0
829,causing,2,0
830,caution,1,0
831,cautiously,1,0
832,ceased,2,0
833,ceaselessly,2,0
834,ceasing,1,0
835,cecil,2,0
836,ceiling,3,0
837,celebrated,3,0
838,celebrities,1,0
839,celebrity,1,0
840,cellar,2,0
841,cement,1,0
842,cemetery,2,0
843,central,4,0
844,centre,3,0
845,century,1,0
846,ceremoniously,1,0
847,ceremony,1,0
848,certain,13,0
849,certainly,8,0
850,chafed,1,0
851,chain,3,0
852,chair,17,0
853,chairs,2,0
854,challenge,1,0
855,challengingly,1,0
856,chamber,1,0
857,chambermaids,1,0
858,champagne,7,0
859,champion,1,0
860,chance,5,0
861,chandelier,1,0
862,change,12,0
863,changed,7,0
864,changedhe,1,0
865,changes,1,0
866,changing,5,0
867,chapter,1,0
868,character,3,0
869,charm,1,0
870,charming,4,0
871,chartreuse,1,0
872,chase,1,0
873,chasms,1,0
874,chatter,4,0
875,chatting,1,0
876,chauffeur,8,0
877,chauffeurhe,1,0
878,chauffeurs,1,0
879,cheadles,1,0
880,cheap,2,0
881,cheat,1,0
882,check,1,0
883,checker,1,0
884,cheek,3,0
885,cheekbone,1,0
886,cheeks,1,0
887,cheeksnot,1,0
888,cheer,1,0
889,cheerful,7,0
890,cheerfully,1,0
891,chefs,1,0
892,chest,1,0
893,chester,4,0
894,chewing,1,0
895,chicago,20,0
896,chicken,2,0
897,chiefly,1,0
898,chiffon,2,0
899,child,9,0
900,children,6,0
901,chill,1,0
902,chilled,1,0
903,chimneys,1,0
904,chin,4,0
905,choice,1,0
906,choked,2,0
907,choking,1,0
908,choose,1,0
909,choosing,1,0
910,chords,2,0
911,chorus,2,0
912,christmas,4,0
913,chromes,1,0
914,chrystie,1,0
915,chrysties,1,0
916,church,9,0
917,cigar,2,0
918,cigarette,5,0
919,cigarettes,5,0
920,circle,6,0
921,circles,2,0
922,circuit,1,0
923,circular,2,0
924,circulating,1,0
925,circumstance,1,0
926,circumstances,3,0
927,circumstancesand,1,0
928,circumstantial,1,0
929,circus,1,0
930,city,19,0
931,civet,3,0
932,civil,1,0
933,civilization,2,0
934,civilizationoh,1,0
935,clad,1,0
936,clamdigger,1,0
937,clamorously,1,0
938,clamour,1,0
939,clan,3,0
940,clarence,1,0
941,claret,1,0
942,clasped,1,0
943,class,1,0
944,claud,1,0
945,claudia,1,0
946,clay,1,0
947,clean,3,0
948,cleaned,1,0
949,clear,3,0
950,cleared,1,0
951,clearly,1,0
952,clenched,1,0
953,clergyman,1,0
954,clerk,1,0
955,clerks,3,0
956,clever,1,0
957,click,1,0
958,clicked,2,0
959,clicking,1,0
960,client,1,0
961,climb,1,0
962,climbed,1,0
963,climbing,1,0
964,clippingsabout,1,0
965,cloak,1,0
966,clock,30,0
967,clockalmost,1,0
968,clockuntil,1,0
969,clog,1,0
970,close,15,0
971,closed,8,0
972,closer,2,0
973,closest,2,0
974,closets,1,0
975,closing,2,0
976,cloth,1,0
977,clothed,1,0
978,clothes,7,0
979,clothesthere,1,0
980,cloud,1,0
981,clouds,3,0
982,club,1,0
983,clubfor,1,0
984,clubs,1,0
985,clumsy,1,0
986,cluster,1,0
987,clustered,2,0
988,clutching,1,0
989,clyde,1,0
990,coarse,1,0
991,coast,1,0
992,coasting,1,0
993,coat,16,0
994,coats,1,0
995,cobbled,1,0
996,cocktail,3,0
997,cocktails,5,0
998,code,1,0
999,cody,13,0
1000,codyhe,1,0
1001,codytold,1,0
1002,coffee,7,0
1003,cohen,1,0
1004,coherence,1,0
1005,coincidence,2,0
1006,cold,14,0
1007,colder,1,0
1008,coldly,2,0
1009,collapse,2,0
1010,collapsed,1,0
1011,collar,2,0
1012,college,9,0
1013,collegeone,1,0
1014,colleges,1,0
1015,colonial,1,0
1016,colossal,4,0
1017,colour,7,0
1018,coloured,2,0
1019,colourhe,1,0
1020,colourless,1,0
1021,colours,1,0
1022,columbus,1,0
1023,combination,1,0
1024,combustion,1,0
1025,come,84,0
1026,comes,5,0
1027,comfortable,1,0
1028,comforter,1,0
1029,comin,2,0
1030,coming,10,0
1031,command,1,0
1032,commanded,2,0
1033,commenced,1,0
1034,commensurate,1,0
1035,comment,2,0
1036,commission,1,0
1037,commissioner,1,0
1038,commit,1,0
1039,committed,1,0
1040,common,5,0
1041,commonplace,1,0
1042,commotion,2,0
1043,communicated,1,0
1044,communicative,1,0
1045,communities,1,0
1046,commutation,1,0
1047,commuting,2,0
1048,compact,1,0
1049,companion,1,0
1050,company,4,0
1051,compared,1,0
1052,compel,1,0
1053,compelled,3,0
1054,competitive,1,0
1055,complacency,1,0
1056,complacent,1,0
1057,complain,1,0
1058,complained,3,0
1059,complete,9,0
1060,completed,1,0
1061,completely,4,0
1062,complexion,1,0
1063,complication,1,0
1064,compliment,2,0
1065,composed,1,0
1066,composition,1,0
1067,comprehended,1,0
1068,comprehensible,1,0
1069,compressed,1,0
1070,compulsion,1,0
1071,conceal,2,0
1072,concealed,4,0
1073,concealing,1,0
1074,conceits,1,0
1075,conceivably,1,0
1076,concentrated,2,0
1077,concentrating,1,0
1078,concentration,2,0
1079,conception,3,0
1080,concerned,2,0
1081,concluded,1,0
1082,concrete,1,0
1083,condescending,1,0
1084,condescension,1,0
1085,conduct,1,0
1086,conducted,1,0
1087,conductor,1,0
1088,coney,2,0
1089,conferred,1,0
1090,confess,1,0
1091,confessed,1,0
1092,confidences,1,0
1093,confident,2,0
1094,confidential,1,0
1095,confidentially,1,0
1096,confidently,1,0
1097,confined,1,0
1098,confirmation,2,0
1099,confirmed,2,0
1100,confounding,1,0
1101,confuse,1,0
1102,confused,9,0
1103,confusion,6,0
1104,connected,2,0
1105,connecting,1,0
1106,connection,5,0
1107,conscientious,2,0
1108,conscientiously,1,0
1109,conscious,1,0
1110,consciously,1,0
1111,consciousness,2,0
1112,consented,1,0
1113,consequence,2,0
1114,conservative,1,0
1115,conservatory,1,0
1116,consider,1,0
1117,considerable,1,0
1118,considered,2,0
1119,consoling,2,0
1120,conspiring,1,0
1121,constant,4,0
1122,constantly,1,0
1123,consuela,1,0
1124,consumed,1,0
1125,contact,3,0
1126,contain,1,0
1127,contained,2,0
1128,contemplation,1,0
1129,contemporary,1,0
1130,contempt,2,0
1131,contemptuous,3,0
1132,contemptuously,2,0
1133,content,3,0
1134,contiguous,1,0
1135,continent,2,0
1136,contingencies,1,0
1137,contingency,1,0
1138,continual,1,0
1139,continually,5,0
1140,continued,13,0
1141,continuously,1,0
1142,contour,2,0
1143,contralto,2,0
1144,contrary,1,0
1145,contrast,1,0
1146,contributed,1,0
1147,contributory,1,0
1148,control,4,0
1149,controlled,1,0
1150,conventional,1,0
1151,conversation,10,0
1152,converted,1,0
1153,convey,1,0
1154,conveyed,1,0
1155,conviction,1,0
1156,convinced,5,0
1157,convivial,1,0
1158,cooked,2,0
1159,cool,14,0
1160,cooled,1,0
1161,cooling,1,0
1162,coolly,2,0
1163,copies,1,0
1164,copper,1,0
1165,copy,6,0
1166,coral,1,0
1167,cordial,2,0
1168,cordials,1,0
1169,corky,1,0
1170,corner,9,0
1171,corners,4,0
1172,cornersand,1,0
1173,cornets,1,0
1174,cornices,1,0
1175,coroner,1,0
1176,corps,1,0
1177,corpulent,1,0
1178,correct,2,0
1179,corrected,4,0
1180,correction,2,0
1181,correctness,1,0
1182,corridors,1,0
1183,corrigans,1,0
1184,corroborate,1,0
1185,corroborated,1,0
1186,corrugated,2,0
1187,corruptionand,1,0
1188,cost,1,0
1189,costume,4,0
1190,cottages,1,0
1191,cottonwhite,1,0
1192,couch,11,0
1193,could,61,0
1194,couldn,28,0
1195,count,2,0
1196,countenance,1,0
1197,counter,2,0
1198,countered,1,0
1199,counterfeit,1,0
1200,counterraid,1,0
1201,country,5,0
1202,countrysideeast,1,0
1203,couple,2,0
1204,couples,2,0
1205,coupé,12,0
1206,courage,3,0
1207,course,22,0
1208,coursed,1,0
1209,courses,1,0
1210,courtesy,2,0
1211,cousin,5,0
1212,cousins,2,0
1213,cover,1,0
1214,covered,4,0
1215,coverlet,1,0
1216,coward,2,0
1217,cowered,1,0
1218,crabbing,1,0
1219,cracked,2,0
1220,crates,1,0
1221,crawled,1,0
1222,crawls,1,0
1223,craze,1,0
1224,crazy,14,0
1225,creak,1,0
1226,creaking,1,0
1227,cream,2,0
1228,creamcoloured,1,0
1229,created,1,0
1230,creative,2,0
1231,creatures,1,0
1232,credibility,1,0
1233,credit,1,0
1234,credulity,1,0
1235,creep,1,0
1236,crept,2,0
1237,crescendo,1,0
1238,cricket,1,0
1239,crickets,1,0
1240,cried,31,0
1241,cries,2,0
1242,criminal,1,0
1243,crimson,2,0
1244,crimsonlighted,1,0
1245,crises,1,0
1246,crisp,2,0
1247,critical,1,0
1248,criticism,1,0
1249,criticizing,1,0
1250,croirier,1,0
1251,crooned,1,0
1252,crops,1,0
1253,cross,1,0
1254,crossed,4,0
1255,crossing,2,0
1256,crossly,2,0
1257,crouched,1,0
1258,crouching,1,0
1259,crowd,9,0
1260,crowded,8,0
1261,crowdit,1,0
1262,crowdstepped,1,0
1263,crowdwhen,1,0
1264,cruel,1,0
1265,crumbling,1,0
1266,crunch,1,0
1267,crunched,1,0
1268,crushed,3,0
1269,cry,4,0
1270,crying,1,0
1271,cryshe,1,0
1272,crystal,1,0
1273,crêpedechine,1,0
1274,cuff,2,0
1275,cunard,1,0
1276,cup,1,0
1277,cupboard,1,0
1278,cups,2,0
1279,curiosities,1,0
1280,curiosity,4,0
1281,curious,12,0
1282,curiously,1,0
1283,current,1,0
1284,cursing,1,0
1285,curtains,6,0
1286,curve,1,0
1287,curved,1,0
1288,cut,5,0
1289,cute,2,0
1290,cutting,2,0
1291,cymbals,1,0
1292,cynical,2,0
1293,cynically,1,0
1294,d,100,0
1295,da,1,0
1296,daddy,3,0
1297,dai,1,0
1298,daisy,183,0
1299,daisyit,1,0
1300,daisythey,1,0
1301,dakota,1,0
1302,damn,3,0
1303,damned,5,0
1304,damp,6,0
1305,dampened,1,0
1306,dan,8,0
1307,dance,6,0
1308,danced,1,0
1309,dances,3,0
1310,dancies,1,0
1311,dancing,4,0
1312,dangerously,1,0
1313,dangles,1,0
1314,dangling,1,0
1315,danilo,1,0
1316,dark,25,0
1317,darkened,1,0
1318,darkening,1,0
1319,darker,1,0
1320,darkness,8,0
1321,dart,1,0
1322,dash,1,0
1323,dashboard,1,0
1324,date,1,0
1325,dates,1,0
1326,daughter,2,0
1327,dawn,6,0
1328,day,43,0
1329,dayand,1,0
1330,daycoachhe,1,0
1331,daylight,1,0
1332,days,18,0
1333,daze,1,0
1334,dazed,1,0
1335,dazzling,1,0
1336,de,4,0
1337,dead,12,0
1338,deaf,1,0
1339,deal,4,0
1340,dealing,1,0
1341,dealt,1,0
1342,dear,3,0
1343,dearest,1,0
1344,dearies,1,0
1345,death,5,0
1346,deathless,1,0
1347,deauville,1,0
1348,debauchee,1,0
1349,decade,3,0
1350,decades,1,0
1351,december,1,0
1352,decencies,1,0
1353,decency,2,0
1354,decent,1,0
1355,decently,1,0
1356,decide,1,0
1357,decided,4,0
1358,decision,3,0
1359,decisively,4,0
1360,deck,1,0
1361,decking,1,0
1362,declaration,1,0
1363,declared,1,0
1364,decline,1,0
1365,decomposed,1,0
1366,decorationeven,1,0
1367,deep,13,0
1368,deeper,2,0
1369,deeplyi,1,0
1370,defence,1,0
1371,defending,1,0
1372,deferred,2,0
1373,defiance,1,0
1374,defiant,2,0
1375,defiantly,1,0
1376,defiantlytaken,1,0
1377,deficiency,1,0
1378,definitely,5,0
1379,deft,2,0
1380,defunct,1,0
1381,degree,2,0
1382,dejection,1,0
1383,delayed,2,0
1384,delays,1,0
