term_id,term_str,n,num
1385,deliberately,3,0
1386,delicacy,1,0
1387,delicate,1,0
1388,delicately,2,0
1389,delicatessen,1,0
1390,delight,2,0
1391,delighted,3,0
1392,delivered,1,0
1393,demaine,1,0
1394,demand,3,0
1395,demanded,24,0
1396,demands,1,0
1397,demoniac,1,0
1398,denied,2,0
1399,denizen,1,0
1400,dennickers,1,0
1401,dentist,1,0
1402,denying,1,0
1403,department,1,0
1404,deplorably,1,0
1405,depressed,1,0
1406,depression,1,0
1407,depths,1,0
1408,deranged,2,0
1409,descended,2,0
1410,describe,1,0
1411,described,3,0
1412,deserted,1,0
1413,deserting,1,0
1414,deserved,1,0
1415,deserves,1,0
1416,designs,2,0
1417,desirable,1,0
1418,desire,2,0
1419,desired,2,0
1420,desires,1,0
1421,desk,3,0
1422,deskhe,1,0
1423,desolate,4,0
1424,despair,2,0
1425,despairing,1,0
1426,despairingly,1,0
1427,desperate,1,0
1428,desperately,2,0
1429,despicable,1,0
1430,despise,1,0
1431,despised,1,0
1432,despising,1,0
1433,destiny,3,0
1434,detachment,1,0
1435,detail,2,0
1436,detect,1,0
1437,detective,1,0
1438,determination,1,0
1439,determine,1,0
1440,determined,4,0
1441,determinedly,1,0
1442,detroit,2,0
1443,developing,1,0
1444,device,1,0
1445,devil,3,0
1446,devoid,1,0
1447,devotion,1,0
1448,dew,2,0
1449,dewars,1,0
1450,di,1,0
1451,diamond,1,0
1452,did,52,0
1453,didn,84,0
1454,die,1,0
1455,died,8,0
1456,difference,5,0
1457,different,3,0
1458,differentif,1,0
1459,difficult,1,0
1460,difficulty,3,0
1461,dignified,4,0
1462,dignity,1,0
1463,dilatory,2,0
1464,dim,8,0
1465,diminished,2,0
1466,dimly,2,0
1467,dimmed,1,0
1468,din,2,0
1469,dined,1,0
1470,diningroom,2,0
1471,dinner,11,0
1472,dinneri,1,0
1473,dinneryoung,1,0
1474,dipped,1,0
1475,direction,4,0
1476,directly,2,0
1477,director,2,0
1478,dirty,2,0
1479,disadvantage,1,0
1480,disappeared,7,0
1481,disappearing,1,0
1482,disappointed,2,0
1483,disappointment,2,0
1484,disapproval,1,0
1485,disapprove,1,0
1486,disapproved,1,0
1487,disapproving,1,0
1488,disarray,1,0
1489,discarded,1,0
1490,disconcerting,1,0
1491,discontented,1,0
1492,discordant,1,0
1493,discovered,5,0
1494,discovery,1,0
1495,discreet,1,0
1496,discreetly,2,0
1497,discuss,2,0
1498,discussing,1,0
1499,disdain,1,0
1500,disembodied,1,0
1501,disgusted,1,0
1502,dishevelled,1,0
1503,dishonest,1,0
1504,dishonesty,1,0
1505,disintegrating,1,0
1506,dislike,1,0
1507,disliked,1,0
1508,dismal,1,0
1509,dismally,1,0
1510,dismayed,2,0
1511,dismissed,2,0
1512,dismounted,1,0
1513,disordered,1,0
1514,dispensed,1,0
1515,disposed,1,0
1516,dispute,1,0
1517,disquieting,2,0
1518,dissension,1,0
1519,dissimilarity,1,0
1520,dissolve,1,0
1521,dissolving,1,0
1522,distance,6,0
1523,distaste,1,0
1524,distasteful,1,0
1525,distinguished,2,0
1526,distorted,2,0
1527,distortion,1,0
1528,distract,1,0
1529,distraught,1,0
1530,district,1,0
1531,disturb,1,0
1532,disturbed,1,0
1533,ditch,2,0
1534,divan,1,0
1535,divergence,1,0
1536,divine,1,0
1537,diving,1,0
1538,division,1,0
1539,divisional,1,0
1540,divisions,1,0
1541,divorce,2,0
1542,divorced,1,0
1543,divot,1,0
1544,dizzy,1,0
1545,do,83,0
1546,doc,2,0
1547,dock,4,0
1548,doctor,10,0
1549,dodge,1,0
1550,does,10,0
1551,doesn,18,0
1552,dog,16,0
1553,dogat,1,0
1554,dogdays,1,0
1555,dogleash,2,0
1556,dogs,3,0
1557,doing,11,0
1558,doingand,1,0
1559,doings,1,0
1560,doll,1,0
1561,dollar,1,0
1562,dollars,7,0
1563,domesticated,1,0
1564,dominance,1,0
1565,dominant,1,0
1566,don,98,0
1567,donavan,1,0
1568,doncaster,1,0
1569,done,8,0
1570,door,68,0
1571,doorposts,1,0
1572,doors,3,0
1573,doorway,3,0
1574,dotted,1,0
1575,double,1,0
1576,doubt,5,0
1577,doubted,1,0
1578,doubtfully,3,0
1579,doubtless,1,0
1580,down,118,0
1581,downstairs,6,0
1582,doze,1,0
1583,dozen,18,0
1584,dragging,1,0
1585,drain,2,0
1586,dramatic,1,0
1587,drank,5,0
1588,draw,2,0
1589,drawbridge,1,0
1590,drawer,3,0
1591,drawerthat,1,0
1592,drawing,3,0
1593,drawingroom,4,0
1594,drawn,6,0
1595,draws,1,0
1596,dread,1,0
1597,dream,6,0
1598,dreamed,1,0
1599,dreams,7,0
1600,dreamsnot,1,0
1601,dress,15,0
1602,dressand,1,0
1603,dressed,5,0
1604,dresser,1,0
1605,dresses,6,0
1606,dressi,1,0
1607,dressing,1,0
1608,dressinggowns,1,0
1609,dressingroom,1,0
1610,dressingrooms,1,0
1611,drew,9,0
1612,dried,1,0
1613,drift,3,0
1614,drifted,5,0
1615,drifting,3,0
1616,drill,1,0
1617,drink,12,0
1618,drinking,2,0
1619,drip,1,0
1620,dripping,1,0
1621,drive,20,0
1622,driveand,1,0
1623,driven,2,0
1624,driver,7,0
1625,drivers,1,0
1626,driving,9,0
1627,drivingnext,1,0
1628,drizzle,2,0
1629,drop,4,0
1630,dropped,7,0
1631,dropping,1,0
1632,drops,2,0
1633,drove,15,0
1634,drowned,2,0
1635,drowsiness,1,0
1636,drowsing,1,0
1637,drug,1,0
1638,drugstore,5,0
1639,drugstores,4,0
1640,drum,1,0
1641,drums,2,0
1642,drunk,9,0
1643,drunken,1,0
1644,dry,3,0
1645,duck,2,0
1646,duckweed,1,0
1647,due,2,0
1648,duke,1,0
1649,dukes,1,0
1650,dull,3,0
1651,duluth,1,0
1652,dumb,3,0
1653,dumbell,1,0
1654,dumping,1,0
1655,dumps,1,0
1656,durable,1,0
1657,during,8,0
1658,dusk,4,0
1659,dust,9,0
1660,dustcovered,1,0
1661,duster,2,0
1662,dusty,1,0
1663,dutch,1,0
1664,dwellings,1,0
1665,dyed,1,0
1666,dying,1,0
1667,début,1,0
1668,each,33,0
1669,eager,2,0
1670,eagerly,9,0
1671,eagerness,2,0
1672,ear,9,0
1673,earl,2,0
1674,early,6,0
1675,earn,1,0
1676,earnest,1,0
1677,earnestly,3,0
1678,earnestness,1,0
1679,ears,1,0
1680,earth,4,0
1681,earthquakes,1,0
1682,ease,3,0
1683,easier,2,0
1684,east,22,0
1685,eastern,2,0
1686,eastward,1,0
1687,easy,2,0
1688,easygoing,1,0
1689,eat,9,0
1690,eberhardt,1,0
1691,echoed,1,0
1692,echoes,1,0
1693,echoing,1,0
1694,echolalia,1,0
1695,eckhaust,1,0
1696,eckleburg,7,0
1697,economics,1,0
1698,ecstasy,1,0
1699,ecstatic,3,0
1700,ecstatically,1,0
1701,ectoplasm,1,0
1702,ed,1,0
1703,eddies,1,0
1704,edgar,2,0
1705,edge,7,0
1706,editorials,1,0
1707,educated,3,0
1708,education,1,0
1709,effect,3,0
1710,effectually,1,0
1711,effeminate,1,0
1712,effort,13,0
1713,efforts,1,0
1714,egg,33,0
1715,eggers,1,0
1716,eggs,1,0
1717,egotism,1,0
1718,eight,4,0
1719,eighteen,2,0
1720,eighty,2,0
1721,either,11,0
1722,eitheruntil,1,0
1723,ejaculated,1,0
1724,el,1,0
1725,elaborate,5,0
1726,elaborateness,1,0
1727,elations,1,0
1728,elbow,3,0
1729,elderly,1,0
1730,electric,3,0
1731,electricity,1,0
1732,electrocuted,1,0
1733,elegant,2,0
1734,elemental,1,0
1735,elevated,3,0
1736,elevator,5,0
1737,eleven,2,0
1738,elicited,2,0
1739,ella,3,0
1740,elocution,1,0
1741,elongating,1,0
1742,else,7,0
1743,elsewhere,1,0
1744,eluded,3,0
1745,eludes,1,0
1746,eluding,1,0
1747,elusive,1,0
1748,em,4,0
1749,embarrassed,4,0
1750,embarrassment,5,0
1751,embrace,1,0
1752,embroidered,1,0
1753,emerged,5,0
1754,emergency,1,0
1755,emotion,5,0
1756,emotions,3,0
1757,empires,1,0
1758,employed,1,0
1759,employer,1,0
1760,emptiness,1,0
1761,empty,4,0
1762,enchanted,5,0
1763,enchanting,1,0
1764,encounter,1,0
1765,end,20,0
1766,endbut,1,0
1767,ended,4,0
1768,endive,1,0
1769,endless,1,0
1770,endlessly,1,0
1771,endowing,1,0
1772,ends,2,0
1773,endure,2,0
1774,endured,1,0
1775,engaged,7,0
1776,engaging,1,0
1777,england,4,0
1778,english,1,0
1779,englishmen,1,0
1780,engrossed,2,0
1781,enjoined,1,0
1782,enjoy,1,0
1783,enjoyed,5,0
1784,enjoying,1,0
1785,enlargement,1,0
1786,enormous,11,0
1787,enormously,1,0
1788,enough,15,0
1789,entangled,1,0
1790,enter,3,0
1791,entered,4,0
1792,entering,1,0
1793,entertain,1,0
1794,entertained,1,0
1795,entertainment,1,0
1796,enthusiasm,3,0
1797,enthusiastic,1,0
1798,enthusiastically,3,0
1799,entirely,4,0
1800,entrance,1,0
1801,entry,1,0
1802,epigramlife,1,0
1803,erased,1,0
1804,erect,1,0
1805,ernest,1,0
1806,erroneous,1,0
1807,escort,1,0
1808,especially,1,0
1809,established,2,0
1810,establishment,1,0
1811,estate,1,0
1812,et,1,0
1813,etc,2,0
1814,eternal,4,0
1815,ether,1,0
1816,etty,1,0
1817,euphemisms,1,0
1818,europe,3,0
1819,europeparis,1,0
1820,evasions,1,0
1821,even,43,0
1822,evening,18,0
1823,eveningdress,2,0
1824,event,1,0
1825,events,2,0
1826,eventually,1,0
1827,ever,28,0
1828,every,27,0
1829,everybody,10,0
1830,everyone,10,0
1831,everything,25,0
1832,everywhere,2,0
1833,evidently,8,0
1834,evoked,1,0
1835,ewing,2,0
1836,exact,1,0
1837,exactly,3,0
1838,exalted,1,0
1839,examined,2,0
1840,examining,2,0
1841,exasperated,1,0
1842,excellence,2,0
1843,except,15,0
1844,excepting,1,0
1845,exchanged,2,0
1846,exchanging,1,0
1847,excite,1,0
1848,excited,7,0
1849,excitedly,5,0
1850,excitement,7,0
1851,exciting,3,0
1852,excitingly,1,0
1853,exclaimed,9,0
1854,exclamation,1,0
1855,excursions,1,0
1856,excuse,5,0
1857,excused,2,0
1858,exempt,1,0
1859,exercise,2,0
1860,exercises,1,0
1861,exhibition,1,0
1862,exhilarating,1,0
1863,existence,1,0
1864,expanded,1,0
1865,expanse,1,0
1866,expect,2,0
1867,expectantly,2,0
1868,expected,5,0
1869,expects,1,0
1870,expended,1,0
1871,expensive,1,0
1872,experience,1,0
1873,experienced,1,0
1874,explain,1,0
1875,explained,14,0
1876,explanations,2,0
1877,explicable,1,0
1878,exploded,2,0
1879,exploding,1,0
1880,expostulation,1,0
1881,express,2,0
1882,expression,15,0
1883,expressionthen,1,0
1884,expressive,1,0
1885,extemporizing,1,0
1886,extended,1,0
1887,extends,1,0
1888,extinction,1,0
1889,extinguished,2,0
1890,extra,2,0
1891,extract,1,0
1892,extraordinarily,1,0
1893,extraordinary,4,0
1894,extravagantly,1,0
1895,extravaganza,1,0
1896,extreme,1,0
1897,exultation,1,0
1898,exulting,1,0
1899,eye,3,0
1900,eyeballs,1,0
1901,eyebrow,1,0
1902,eyebrows,3,0
1903,eyed,1,0
1904,eyelashes,1,0
1905,eyes,87,0
1906,eyesa,1,0
1907,eyesore,2,0
1908,f,1,0
1909,fabric,1,0
1910,face,52,0
1911,faced,2,0
1912,facedor,1,0
1913,faces,12,0
1914,facet,1,0
1915,facethe,2,0
1916,facetoo,1,0
1917,facilitieshe,1,0
1918,facing,1,0
1919,fact,18,0
1920,factand,1,0
1921,factual,1,0
1922,fade,1,0
1923,faded,7,0
1924,fadedgilt,1,0
1925,fading,1,0
1926,fail,1,0
1927,failed,3,0
1928,failure,1,0
1929,faint,8,0
1930,fainted,3,0
1931,faintest,1,0
1932,faintly,10,0
1933,fair,1,0
1934,fairy,1,0
1935,faith,2,0
1936,faithful,1,0
1937,fall,6,0
1938,fallen,3,0
1939,falling,3,0
1940,falls,1,0
1941,fallsbut,1,0
1942,false,1,0
1943,familiar,7,0
1944,familiarit,1,0
1945,familiarits,1,0
1946,familiarity,1,0
1947,family,14,0
1948,familyhe,1,0
1949,famous,3,0
1950,fancies,1,0
1951,fans,1,0
1952,fantastic,7,0
1953,far,18,0
1954,fare,1,0
1955,farewell,1,0
1956,farm,2,0
1957,farther,2,0
1958,fascinated,2,0
1959,fascination,1,0
1960,fashion,1,0
1961,fashionable,2,0
1962,fashionably,2,0
1963,fast,3,0
1964,fastened,1,0
1965,faster,3,0
1966,fate,1,0
1967,father,10,0
1968,fatten,1,0
1969,fault,2,0
1970,faultgatsby,1,0
1971,faustina,1,0
1972,favour,2,0
1973,favours,1,0
1974,fay,1,0
1975,façade,1,0
1976,feather,1,0
1977,features,1,0
1978,february,1,0
1979,feebly,1,0
1980,feel,10,0
1981,feeling,9,0
1982,feet,23,0
1983,feigned,1,0
1984,fell,17,0
1985,fella,2,0
1986,fellas,2,0
1987,fellow,7,0
1988,felt,24,0
1989,female,1,0
1990,feminine,1,0
1991,fence,1,0
1992,fender,2,0
1993,fenders,1,0
1994,ferdie,2,0
1995,ferocious,2,0
1996,ferociously,1,0
1997,ferret,2,0
1998,ferryboat,1,0
1999,fervent,1,0
2000,feudal,1,0
2001,fever,1,0
2002,feverish,1,0
2003,few,25,0
2004,ff,1,0
2005,fiancée,1,0
2006,fields,3,0
2007,fiercely,1,0
2008,fifteen,2,0
2009,fifth,4,0
2010,fifties,1,0
2011,fiftieth,1,0
2012,fifty,8,0
2013,fiftyninth,1,0
2014,fiftyone,1,0
2015,fight,3,0
2016,fights,1,0
2017,figure,6,0
2018,figured,1,0
2019,figures,2,0
2020,fill,1,0
2021,filled,8,0
2022,filling,1,0
2023,films,1,0
2024,final,2,0
2025,finally,12,0
2026,finals,1,0
2027,finance,1,0
2028,find,17,0
2029,finding,6,0
2030,fine,10,0
2031,fineappearing,1,0
2032,finest,1,0
2033,finger,2,0
2034,fingerbowls,2,0
2035,fingerless,1,0
2036,fingers,11,0
2037,finished,3,0
2038,finn,4,0
2039,finnish,3,0
2040,fire,4,0
2041,fired,1,0
2042,fireplace,1,0
2043,firm,2,0
2044,firmly,2,0
2045,firmness,1,0
2046,first,55,0
2047,fish,1,0
2048,fishguards,1,0
2049,fishing,1,0
2050,fists,1,0
2051,fit,1,0
2052,fitzpeters,1,0
2053,five,32,0
2054,fivepiece,1,0
2055,fix,1,0
2056,fixed,4,0
2057,fixing,1,0
2058,flabby,1,0
2059,flags,1,0
2060,flaming,1,0
2061,flank,1,0
2062,flannel,2,0
2063,flannels,1,0
2064,flap,1,0
2065,flash,1,0
2066,flashed,3,0
2067,flashing,2,0
2068,flask,1,0
2069,flat,6,0
2070,flatfooted,1,0
2071,flatnosed,1,0
2072,flattered,3,0
2073,flavour,1,0
2074,flavoured,1,0
2075,flesh,1,0
2076,flicked,1,0
2077,flicker,2,0
2078,flickered,1,0
2079,flight,2,0
2080,flinched,1,0
2081,flink,1,0
2082,flipped,3,0
2083,flirtation,1,0
2084,floated,6,0
2085,floating,2,0
2086,flock,1,0
2087,flood,1,0
2088,floor,14,0
2089,floora,1,0
2090,florid,2,0
2091,flounced,1,0
2092,flow,3,0
2093,flowed,1,0
2094,flower,2,0
2095,flowered,2,0
2096,flowerlike,1,0
2097,flowers,7,0
2098,flowersbut,1,0
2099,fluctuate,1,0
2100,fluctuating,1,0
2101,fluently,1,0
2102,flung,1,0
2103,flurry,1,0
2104,flush,1,0
2105,flushed,4,0
2106,flushing,2,0
2107,flutter,2,0
2108,fluttered,1,0
2109,fluttering,1,0
2110,fly,1,0
2111,flyleaf,1,0
2112,foam,1,0
2113,foamy,1,0
2114,foghorn,1,0
2115,foldingchair,1,0
2116,folds,3,0
2117,foliage,1,0
2118,follies,1,0
2119,follow,4,0
2120,followed,15,0
2121,following,5,0
2122,follows,1,0
2123,fondled,1,0
2124,fontano,1,0
2125,food,2,0
2126,fool,7,0
2127,fooled,1,0
2128,foolish,1,0
2129,foolthat,1,0
2130,foot,8,0
2131,football,2,0
2132,footsteps,2,0
2133,for,307,0
2134,force,4,0
2135,forced,2,0
2136,forceof,1,0
2137,ford,1,0
2138,foreground,1,0
2139,forehead,2,0
2140,foreign,1,0
2141,forest,2,0
2142,forever,12,0
2143,forget,10,0
2144,forgetting,1,0
2145,forgive,1,0
2146,forgot,4,0
2147,forgotten,9,0
2148,forlorn,1,0
2149,form,3,0
2150,formal,2,0
2151,formality,2,0
2152,formations,1,0
2153,formed,3,0
2154,former,1,0
2155,formidable,1,0
2156,formless,1,0
2157,forms,3,0
2158,forth,3,0
2159,forties,1,0
2160,fortnight,1,0
2161,forto,1,0
2162,fortuitously,1,0
2163,forty,3,0
2164,fortysecond,1,0
2165,fortythird,1,0
2166,forward,13,0
2167,fought,1,0
2168,foul,2,0
2169,found,36,0
2170,founded,3,0
2171,founder,1,0
2172,four,26,0
2173,fourth,1,0
2174,foxtroti,1,0
2175,fractiousness,1,0
2176,fragilely,1,0
2177,fragment,2,0
2178,fragments,1,0
2179,framed,1,0
2180,france,5,0
2181,francis,1,0
2182,francisco,1,0
2183,frankly,1,0
2184,frantic,1,0
2185,frantically,1,0
2186,fraternal,1,0
2187,free,4,0
2188,freedom,2,0
2189,freely,1,0
2190,french,4,0
2191,frequent,1,0
2192,fresh,7,0
2193,fresher,1,0
2194,freshest,1,0
2195,freshly,1,0
2196,freshness,2,0
2197,friday,1,0
2198,fried,1,0
2199,friend,18,0
2200,friendly,1,0
2201,friends,7,0
2202,friendship,1,0
2203,friendsin,1,0
2204,fright,1,0
2205,frightened,4,0
2206,frightening,2,0
2207,frisco,1,0
2208,frogs,1,0
2209,from,232,0
2210,front,31,0
2211,frontier,1,0
2212,frosted,1,0
2213,frosty,1,0
2214,frothy,1,0
2215,frown,1,0
2216,frowned,3,0
2217,frowning,3,0
2218,frozen,1,0
2219,fruit,1,0
2220,fruiterer,1,0
2221,fruits,1,0
2222,full,21,0
2223,fully,3,0
2224,fumbled,2,0
2225,fun,2,0
2226,function,1,0
2227,fundamental,1,0
2228,funeral,6,0
2229,funniest,1,0
2230,funny,10,0
2231,fur,2,0
2232,furious,1,0
2233,furnish,1,0
2234,furniture,3,0
2235,further,5,0
2236,fuss,1,0
2237,future,5,0
2238,g,3,0
2239,gad,2,0
2240,gaieties,1,0
2241,gaiety,4,0
2242,gamble,1,0
2243,gambler,1,0
2244,game,4,0
2245,games,1,0
2246,gaod,4,0
2247,gap,1,0
2248,garage,26,0
2249,garagerepairs,1,0
2250,garages,1,0
2251,garagethen,1,0
2252,garden,22,0
2253,gardenas,1,0
2254,gardener,5,0
2255,gardens,4,0
2256,gardensfinally,1,0
2257,gardenshears,1,0
2258,garnished,2,0
2259,garrulous,1,0
2260,gas,6,0
2261,gasoline,3,0
2262,gasped,1,0
2263,gasping,2,0
2264,gate,6,0
2265,gatefirst,1,0
2266,gather,1,0
2267,gathered,5,0
2268,gathering,2,0
2269,gatsby,256,0
2270,gatsbyand,1,0
2271,gatsbynothing,1,0
2272,gatsbyone,1,0
2273,gatz,10,0
2274,gatzthat,1,0
2275,gaudily,1,0
2276,gaudiness,1,0
2277,gaudy,1,0
2278,gauge,1,0
2279,gave,26,0
2280,gay,8,0
2281,gazed,2,0
2282,gears,1,0
2283,general,2,0
2284,generalities,1,0
2285,generalized,1,0
2286,generally,2,0
2287,generating,1,0
2288,generation,2,0
2289,generations,1,0
2290,generous,1,0
2291,genially,2,0
2292,gentleman,4,0
2293,gentlemanly,1,0
2294,gentlemen,1,0
2295,gently,1,0
2296,george,14,0
2297,georgia,1,0
2298,georgian,1,0
2299,german,2,0
2300,germany,1,0
2301,gesture,4,0
2302,gestures,2,0
2303,get,74,0
2304,getchildren,1,0
2305,gets,4,0
2306,getting,15,0
2307,ghastly,2,0
2308,ghost,2,0
2309,ghostly,6,0
2310,ghosts,2,0
2311,giant,1,0
2312,gibberish,1,0
2313,gift,1,0
2314,gigantictheir,1,0
2315,gilda,1,0
2316,gin,1,0
2317,gins,1,0
2318,girders,2,0
2319,girl,48,0
2320,girlhood,1,0
2321,girls,20,0
2322,give,18,0
2323,given,7,0
2324,gives,4,0
2325,giving,3,0
2326,glad,11,0
2327,glamour,1,0
2328,glance,7,0
2329,glanced,15,0
2330,glances,1,0
2331,glancing,3,0
2332,glare,2,0
2333,glaring,1,0
2334,glass,10,0
2335,glasses,5,0
2336,glazed,2,0
2337,gleam,2,0
2338,gleamed,1,0
2339,gleaming,4,0
2340,glide,1,0
2341,gliding,1,0
2342,glimpse,3,0
2343,glimpses,1,0
2344,glinted,1,0
2345,glints,1,0
2346,glistening,4,0
2347,glittered,1,0
2348,gloom,2,0
2349,gloomiest,1,0
2350,gloomily,2,0
2351,gloria,1,0
2352,glorious,1,0
2353,glory,1,0
2354,glove,1,0
2355,gloved,1,0
2356,glow,3,0
2357,glowed,2,0
2358,glowing,5,0
2359,gnawings,1,0
2360,go,69,0
2361,goats,1,0
2362,gobut,1,0
2363,god,21,0
2364,goda,1,0
2365,goddard,1,0
2366,goes,6,0
2367,goin,3,0
2368,going,70,0
2369,gold,6,0
2370,goldcoloured,1,0
2371,golden,5,0
2372,goldturning,1,0
2373,golf,6,0
2374,golflinks,1,0
2375,gone,23,0
2376,gonnegtion,3,0
2377,good,30,0
2378,goodbye,9,0
2379,gorgeous,5,0
2380,gossip,2,0
2381,got,85,0
2382,gothic,1,0
2383,gotten,2,0
2384,government,2,0
2385,gown,2,0
2386,grabbed,1,0
2387,grace,1,0
2388,graceful,2,0
2389,gracefully,1,0
2390,graceless,1,0
2391,gradually,5,0
2392,graduated,1,0
2393,grail,1,0
2394,grain,1,0
2395,grand,1,0
2396,grandfather,1,0
2397,granted,2,0
2398,grasp,1,0
2399,grasped,1,0
2400,grasping,1,0
2401,grass,12,0
2402,grassthere,1,0
2403,grateful,1,0
2404,gratified,1,0
2405,gratitude,2,0
2406,gratulate,1,0
2407,grave,5,0
2408,gravel,4,0
2409,gravely,3,0
2410,gray,1,0
2411,great,25,0
2412,greater,1,0
2413,greatest,1,0
2414,greatuncle,1,0
2415,greco,1,0
2416,greedy,1,0
2417,greek,1,0
2418,green,16,0
2419,greenhouse,1,0
2420,greenwich,1,0
2421,greeting,1,0
2422,grew,6,0
2423,grey,15,0
2424,greyturning,1,0
2425,grief,2,0
2426,griefs,1,0
2427,grieving,1,0
2428,groan,1,0
2429,groaned,2,0
2430,groaning,5,0
2431,grocer,2,0
2432,groceries,1,0
2433,grocery,2,0
2434,groped,2,0
2435,grotesque,5,0
2436,ground,5,0
2437,grounds,1,0
2438,group,4,0
2439,groups,2,0
2440,grow,4,0
2441,growing,2,0
2442,grown,3,0
2443,growths,1,0
2444,grudging,1,0
2445,gruff,2,0
2446,gruffly,1,0
2447,gruffness,1,0
2448,guard,1,0
2449,guess,3,0
2450,guessed,6,0
2451,guest,3,0
2452,guestrooms,1,0
2453,guests,7,0
2454,guide,1,0
2455,guiltily,1,0
2456,guilty,1,0
2457,guiltyas,1,0
2458,gulick,1,0
2459,gulls,2,0
2460,gulp,1,0
2461,guns,1,0
2462,gus,1,0
2463,gust,3,0
2464,gusts,1,0
2465,guts,1,0
2466,gutter,1,0
2467,gyped,1,0
2468,gypsies,1,0
2469,haag,1,0
2470,habit,2,0
2471,had,381,0
2472,hadn,21,0
2473,hair,22,0
2474,half,36,0
2475,halfbewildered,1,0
2476,halfdarkness,1,0
2477,halffierce,1,0
2478,halfhour,2,0
2479,halfknowing,1,0
2480,halflazy,1,0
2481,halfpast,3,0
2482,halfsick,1,0
2483,halfway,3,0
2484,hall,15,0
2485,halls,2,0
2486,hallway,1,0
2487,halt,3,0
2488,halves,1,0
2489,hammerheads,1,0
2490,hammers,1,0
2491,hams,1,0
2492,hand,63,0
2493,handed,3,0
2494,handkerchief,3,0
2495,handle,1,0
2496,hands,38,0
2497,handsome,3,0
2498,hangs,2,0
2499,happen,10,0
2500,happened,18,0
2501,happening,1,0
2502,happenings,1,0
2503,happens,2,0
2504,happier,1,0
2505,happiness,2,0
2506,happy,4,0
2507,hard,17,0
2508,hardboiled,1,0
2509,harddrinking,1,0
2510,hardening,1,0
2511,harder,1,0
2512,hardly,8,0
2513,hardware,1,0
2514,hardy,1,0
2515,harlequin,1,0
2516,harm,2,0
2517,harrowed,1,0
2518,harrowing,1,0
2519,harsh,4,0
2520,harshly,1,0
2521,harshness,1,0
2522,has,19,0
2523,hash,1,0
2524,hasn,1,0
2525,haste,1,0
2526,hastily,5,0
2527,hasty,2,0
2528,hat,4,0
2529,hatboxes,1,0
2530,hate,4,0
2531,hated,2,0
2532,hats,2,0
2533,haughtily,2,0
2534,haughty,2,0
2535,haunted,3,0
2536,haunting,1,0
2537,hauteur,1,0
2538,have,135,0
2539,havea,1,0
2540,haven,18,0
2541,havena,1,0
2542,having,11,0
2543,hawthorn,1,0
2544,haze,1,0
2545,hazy,1,0
2546,he,836,0
2547,head,40,0
2548,headed,1,0
2549,headlights,2,0
2550,heads,3,0
2551,heady,1,0
2552,health,1,0
2553,heap,1,0
2554,heaped,1,0
2555,heaps,1,0
2556,hear,23,0
2557,heard,43,0
2558,hearse,2,0
2559,heart,19,0
2560,heat,14,0
2561,heavens,1,0
2562,heavily,2,0
2563,heavy,1,0
2564,hedge,2,0
2565,height,1,0
2566,heightened,1,0
2567,held,14,0
2568,hell,3,0
2569,hello,8,0
2570,help,7,0
2571,helped,6,0
2572,helpfully,1,0
2573,helpless,2,0
2574,helplessly,4,0
2575,hemisphere,1,0
2576,hempstead,1,0
2577,hen,2,0
2578,henry,2,0
2579,her,390,0
2580,herand,1,0
2581,herbut,1,0
2582,herded,1,0
2583,herding,1,0
2584,here,70,0
2585,herethis,1,0
2586,herhow,1,0
2587,hers,3,0
2588,herself,6,0
2589,herselfthat,1,0
2590,herseys,1,0
2591,herthat,2,0
2592,hesitant,1,0
2593,hesitantly,1,0
2594,hesitated,9,0
2595,hesitation,3,0
2596,hey,1,0
2597,hick,1,0
2598,hidden,1,0
2599,hide,1,0
2600,hideandgoseek,1,0
2601,high,16,0
2602,highballs,3,0
2603,higher,3,0
2604,highershirts,1,0
2605,highest,1,0
2606,highly,1,0
2607,hilariously,2,0
2608,hilarity,2,0
2609,hill,4,0
2610,hills,1,0
2611,him,273,0
2612,himand,1,0
2613,himhe,1,0
2614,himi,1,0
2615,himpossibly,1,0
2616,himself,29,0
2617,himwith,1,0
2618,hindenburg,1,0
2619,hint,3,0
2620,hinted,1,0
2621,hip,1,0
2622,hips,3,0
2623,hire,1,0
2624,hired,1,0
2625,his,491,0
2626,hissed,1,0
2627,history,6,0
2628,hit,1,0
2629,hitherto,1,0
2630,hm,1,0
2631,hog,1,0
2632,hold,5,0
2633,holding,9,0
2634,holiday,2,0
2635,hollow,1,0
2636,holloweyed,1,0
2637,hollowly,2,0
2638,holly,1,0
2639,holocaust,1,0
2640,home,27,0
2641,homecoming,1,0
2642,homes,1,0
2643,homogeneity,1,0
2644,honest,2,0
2645,honestly,1,0
2646,honey,2,0
2647,honour,2,0
2648,hooked,1,0
2649,hopalong,1,0
2650,hope,7,0
2651,hoped,3,0
2652,hopehe,1,0
2653,hopeless,1,0
2654,hoping,1,0
2655,horace,1,0
2656,horizon,1,0
2657,horn,1,0
2658,hornbeams,1,0
2659,horns,3,0
2660,horrible,2,0
2661,horribly,2,0
2662,horsd,1,0
2663,horse,3,0
2664,horsebacktom,1,0
2665,horses,2,0
2666,hospitable,1,0
2667,hospitality,3,0
2668,host,7,0
2669,hostile,2,0
2670,hot,25,0
2671,hotel,7,0
2672,hotels,1,0
2673,hotter,1,0
2674,hour,38,0
